#%		No tun			Min tun Muller/MacDo	Age model deMenocal
#%m	%terr	age	sr	flux	age	sr	flux 	age	sr	flux
56.45	24.40	1811.0	3.12	0.80	1652.66	1.71	0.44	1643.9	2.04	0.52
56.5	23.40	1812.6	3.12	0.77	1655.59	1.71	0.42	1646.3	2.04	0.50
56.55	24.40	1814.2	3.12	0.80	1658.51	1.71	0.44	1648.8	2.04	0.52
56.6	25.41	1815.8	3.12	0.83	1661.44	1.71	0.46	1651.2	2.08	0.56
56.65	27.42	1817.5	3.12	0.90	1664.37	1.71	0.49	1653.6	2.04	0.59
56.7	26.41	1819.1	3.12	0.86	1667.29	1.71	0.47	1656.1	2.04	0.57
56.75	27.42	1820.7	3.12	0.90	1670.22	1.71	0.49	1658.5	2.08	0.60
56.8	27.92	1822.3	3.12	0.91	1673.14	1.71	0.50	1660.9	2.04	0.60
56.85	30.44	1823.9	3.12	1.00	1676.07	1.71	0.55	1663.4	2.04	0.65
56.9	34.96	1825.5	3.12	1.14	1678.99	1.71	0.63	1665.8	2.04	0.75
56.95	34.46	1827.1	3.12	1.13	1681.92	1.71	0.62	1668.3	2.04	0.74
57	34.96	1828.7	3.12	1.14	1684.85	1.71	0.63	1670.7	2.08	0.76
57.05	34.46	1830.3	3.12	1.13	1687.77	1.71	0.62	1673.1	2.04	0.74
57.1	33.45	1831.9	3.12	1.09	1690.70	1.71	0.60	1675.6	2.04	0.72
57.15	29.43	1833.5	3.12	0.96	1693.62	1.71	0.53	1678	2.08	0.64
57.2	29.93	1835.1	3.12	0.98	1696.55	1.71	0.54	1680.4	2.04	0.64
57.25	30.44	1836.7	3.12	1.00	1699.47	1.71	0.55	1682.9	0.45	0.15
57.3	30.94	1838.3	3.12	1.01	1702.40	2.28	0.74	1702.4	2.03	0.66
57.7	56.57	1851.1	3.12	1.85	1719.22	2.38	1.41	1705.1	1.80	1.07
57.75	56.57	1852.7	3.12	1.85	1721.32	2.38	1.41	1707.9	1.79	1.06
57.8	54.06	1854.3	3.12	1.77	1723.42	2.38	1.35	1710.7	1.79	1.01
57.85	49.54	1856.0	3.12	1.62	1725.52	2.38	1.24	1713.5	1.82	0.95
57.9	40.49	1857.6	3.12	1.33	1727.63	2.38	1.01	1716.2	1.82	0.77
57.95	37.47	1859.2	3.12	1.23	1729.73	2.38	0.94	1719	1.79	0.70
58	43.00	1860.8	3.12	1.41	1731.83	2.38	1.07	1721.8	1.79	0.81
58.05	47.53	1862.4	3.12	1.56	1733.93	2.38	1.19	1724.6	1.82	0.91
58.1	49.03	1864.0	3.12	1.60	1736.03	2.38	1.22	1727.3	1.82	0.94
58.15	49.03	1865.6	3.12	1.60	1738.14	2.38	1.22	1730.1	1.79	0.92
58.2	44.01	1867.2	3.12	1.44	1740.24	2.38	1.10	1732.9	1.79	0.83
58.25	33.45	1868.8	3.12	1.09	1742.34	2.38	0.84	1735.7	1.82	0.64
58.3	28.93	1870.4	3.12	0.95	1744.44	2.38	0.72	1738.4	1.82	0.55
58.35	31.44	1872.0	3.12	1.03	1746.55	2.38	0.78	1741.2	1.79	0.59
58.4	37.47	1873.6	3.12	1.23	1748.65	2.38	0.94	1744	1.85	0.73
58.45	45.01	1875.2	3.12	1.47	1750.75	2.38	1.13	1746.6	2.08	0.98
58.5	47.02	1876.8	3.12	1.54	1752.85	2.38	1.18	1748.8	2.22	1.10
58.55	43.50	1878.4	3.12	1.42	1754.95	2.38	1.08	1751.1	2.22	1.02
58.6	36.97	1880.0	3.12	1.21	1757.06	2.38	0.92	1753.3	2.22	0.86
58.65	31.44	1881.6	3.12	1.03	1759.16	2.38	0.79	1755.6	2.17	0.72
58.7	27.92	1883.2	3.12	0.91	1761.26	2.38	0.70	1757.9	2.22	0.65
58.75	28.42	1884.8	3.12	0.93	1763.36	2.38	0.71	1760.1	2.22	0.66
58.8	28.42	1886.4	3.12	0.93	1765.47	2.38	0.71	1762.4	2.22	0.66
58.85	29.93	1888.0	3.12	0.98	1767.57	2.38	0.75	1764.6	2.22	0.70
58.9	28.93	1889.6	3.12	0.95	1769.67	2.38	0.72	1766.9	2.17	0.66
58.95	26.92	1891.2	3.12	0.88	1771.77	2.38	0.67	1769.2	2.22	0.63
59	25.91	1892.8	3.12	0.85	1773.87	2.38	0.65	1771.4	2.22	0.60
59.05	24.40	1894.4	3.12	0.80	1775.98	2.38	0.61	1773.7	1.47	0.38
59.1	24.91	1896.1	3.12	0.82	1778.08	2.38	0.62	1778.2	2.21	0.58
59.2	30.94	1899.3	3.12	1.01	1782.28	2.38	0.77	1780.5	3.33	1.08
59.25	36.47	1900.9	3.12	1.19	1784.38	2.38	0.91	1782.7	2.22	0.85
59.3	40.49	1902.5	3.12	1.33	1786.49	2.38	1.01	1785	2.17	0.92
59.35	45.01	1904.1	3.12	1.47	1788.59	2.38	1.13	1787.3	2.22	1.05
59.4	42.50	1905.7	3.12	1.39	1790.69	2.38	1.06	1789.5	2.22	0.99
59.45	44.01	1907.3	3.12	1.44	1792.79	2.38	1.10	1791.8	2.13	0.98
59.5	44.51	1908.9	3.12	1.46	1794.90	2.38	1.11	1794.2	2.04	0.95
59.55	46.02	1910.5	3.12	1.51	1797.00	2.38	1.15	1796.7	2.04	0.99
59.6	42.50	1912.1	3.12	1.39	1799.10	2.07	0.92	1799.1	2.08	0.93
59.65	38.98	1913.7	3.12	1.28	1801.84	1.82	0.75	1801.5	2.04	0.84
59.7	33.45	1915.3	3.12	1.09	1804.58	1.83	0.64	1804	2.04	0.72
59.75	25.91	1916.9	3.12	0.85	1807.31	1.83	0.50	1806.4	2.08	0.57
59.8	21.89	1918.5	3.12	0.72	1810.05	1.82	0.42	1808.8	2.04	0.47
59.85	28.93	1920.1	3.12	0.95	1812.79	1.82	0.55	1811.3	2.04	0.62
59.9	33.95	1921.7	3.12	1.11	1815.53	1.83	0.65	1813.7	2.08	0.74
59.95	37.98	1923.3	3.12	1.24	1818.26	1.83	0.73	1816.1	2.04	0.81
60	38.48	1924.9	3.12	1.26	1821.00	1.82	0.74	1818.6	2.04	0.82
60.05	36.47	1926.5	3.12	1.19	1823.74	1.82	0.70	1821	2.08	0.80
60.1	29.93	1928.1	3.12	0.98	1826.48	1.82	0.57	1823.4	2.08	0.65
60.15	22.39	1929.7	3.12	0.73	1829.22	1.83	0.43	1825.8	2.04	0.48
60.2	21.89	1931.3	3.12	0.72	1831.95	1.83	0.42	1828.3	2.04	0.47
60.25	29.93	1932.9	3.12	0.98	1834.69	1.82	0.57	1830.7	2.04	0.64
60.3	39.99	1934.6	3.12	1.31	1837.43	1.82	0.77	1833.2	2.04	0.86
60.35	46.02	1936.2	3.12	1.51	1840.17	1.82	0.88	1835.6	2.08	1.01
60.4	48.53	1937.8	3.12	1.59	1842.91	1.83	0.93	1838	1.92	0.98
60.45	51.55	1939.4	3.12	1.69	1845.64	1.83	0.99	1840.8	1.69	0.92
60.5	52.05	1941.0	3.12	1.70	1848.38	1.82	1.00	1843.9	1.61	0.88
60.55	49.54	1942.6	3.12	1.62	1851.12	1.82	0.95	1847	1.08	0.56
60.6	45.01	1944.2	3.12	1.47	1853.86	1.83	0.86	1853.2	1.61	0.76
60.7	23.40	1947.4	3.12	0.77	1859.33	1.83	0.45	1856.3	2.42	0.59
60.75	26.92	1949.0	3.12	0.88	1862.07	1.82	0.52	1859.4	1.59	0.45
60.8	30.44	1950.6	3.12	1.00	1864.81	1.82	0.58	1862.6	1.59	0.51
60.85	33.95	1952.2	3.12	1.11	1867.55	1.83	0.65	1865.7	1.61	0.57
60.9	36.47	1953.8	3.12	1.19	1870.28	1.83	0.70	1868.8	1.61	0.62
60.95	29.43	1955.4	3.12	0.96	1873.02	1.82	0.56	1871.9	1.61	0.50
61	26.92	1957.0	3.12	0.88	1875.76	1.82	0.52	1875	1.61	0.46
61.05	23.90	1958.6	3.12	0.78	1878.50	1.82	0.46	1878.1	1.59	0.40
61.1	23.40	1960.2	3.12	0.77	1881.24	1.83	0.45	1881.3	1.59	0.39
61.15	23.40	1961.8	3.12	0.77	1883.97	1.83	0.45	1884.4	1.61	0.40
61.2	23.40	1963.4	3.12	0.77	1886.71	1.82	0.45	1887.5	1.61	0.40
61.25	23.40	1965.0	3.12	0.77	1889.45	1.82	0.45	1890.6	1.61	0.40
61.3	21.89	1966.6	3.12	0.72	1892.19	1.83	0.42	1893.7	1.61	0.37
61.35	20.88	1968.2	3.12	0.68	1894.92	1.83	0.40	1896.8	1.96	0.43
61.4	18.87	1969.8	3.12	0.62	1897.66	1.82	0.36	1898.8	2.78	0.55
61.45	18.87	1971.4	3.12	0.62	1900.40	2.11	0.42	1900.4	3.13	0.62
61.5	18.87	1973.1	3.12	0.62	1902.40	2.49	0.49	1902	3.23	0.64
61.55	21.39	1974.7	3.12	0.70	1904.41	2.49	0.56	1903.5	2.13	0.48
61.6	23.90	1976.3	3.12	0.78	1906.41	2.50	0.63	1906.7	3.19	0.80
61.7	24.91	1979.5	3.12	0.82	1910.42	2.50	0.65	1908.2	4.84	1.27
61.75	28.42	1981.1	3.12	0.93	1912.42	2.49	0.74	1909.8	3.12	0.93
61.8	30.94	1982.7	3.12	1.01	1914.43	2.49	0.81	1911.4	3.23	1.05
61.85	32.45	1984.3	3.12	1.06	1916.43	2.49	0.85	1912.9	2.78	0.95
61.9	38.48	1985.9	3.12	1.26	1918.44	2.49	1.01	1915	2.33	0.94
61.95	39.99	1987.5	3.12	1.31	1920.44	2.50	1.05	1917.2	2.33	0.98
62	28.93	1989.1	3.12	0.95	1922.44	2.49	0.76	1919.3	2.38	0.72
62.05	21.39	1990.7	3.12	0.70	1924.45	2.49	0.56	1921.4	2.33	0.52
62.1	21.89	1992.3	3.12	0.72	1926.45	2.49	0.57	1923.6	2.33	0.53
62.15	23.90	1993.9	3.12	0.78	1928.46	2.49	0.63	1925.7	2.38	0.60
62.2	26.92	1995.5	3.12	0.88	1930.46	2.50	0.71	1927.8	2.38	0.67
62.25	27.92	1997.1	3.12	0.91	1932.46	2.49	0.73	1929.9	2.33	0.68
62.3	28.93	1998.7	3.12	0.95	1934.47	2.49	0.76	1932.1	2.33	0.71
62.35	28.42	2000.3	3.12	0.93	1936.47	2.49	0.74	1934.2	2.38	0.71
62.4	26.41	2001.9	3.12	0.86	1938.48	2.49	0.69	1936.3	2.33	0.64
62.45	25.91	2003.5	3.12	0.85	1940.48	2.50	0.68	1938.5	2.33	0.63
62.5	23.40	2005.1	3.12	0.77	1942.48	2.49	0.61	1940.6	2.38	0.58
62.55	22.39	2006.7	3.12	0.73	1944.49	2.49	0.59	1942.7	2.33	0.55
62.6	25.91	2008.3	3.12	0.85	1946.49	2.49	0.68	1944.9	2.33	0.63
62.65	30.94	2009.9	3.12	1.01	1948.50	2.49	0.81	1947	2.38	0.77
62.7	31.44	2011.5	3.12	1.03	1950.50	2.50	0.83	1949.1	2.38	0.79
62.75	33.45	2013.2	3.12	1.09	1952.50	2.49	0.88	1951.2	2.33	0.82
62.8	36.97	2014.8	3.12	1.21	1954.51	2.49	0.97	1953.4	2.33	0.90
62.85	35.96	2016.4	3.12	1.18	1956.51	2.49	0.94	1955.5	2.33	0.88
62.9	31.44	2018.0	3.12	1.03	1958.52	2.49	0.82	1957.7	2.33	0.77
62.95	27.42	2019.6	3.12	0.90	1960.52	2.50	0.72	1959.8	2.38	0.69
63	24.91	2021.2	3.12	0.82	1962.52	2.49	0.65	1961.9	2.33	0.61
63.05	23.40	2022.8	3.12	0.77	1964.53	2.49	0.61	1964.1	2.33	0.57
63.1	21.89	2024.4	3.12	0.72	1966.53	2.49	0.57	1966.2	2.38	0.55
63.15	20.88	2026.0	3.12	0.68	1968.54	2.49	0.55	1968.3	2.33	0.51
63.2	19.38	2027.6	3.12	0.63	1970.54	2.50	0.51	1970.5	2.33	0.47
63.25	20.88	2029.2	3.12	0.68	1972.54	2.49	0.55	1972.6	2.38	0.52
63.3	18.87	2030.8	3.12	0.62	1974.55	2.49	0.49	1974.7	2.33	0.46
63.35	19.88	2032.4	3.12	0.65	1976.55	2.49	0.52	1976.9	1.59	0.33
63.4	18.87	2034.0	3.12	0.62	1978.56	2.50	0.49	1981	2.50	0.50
63.5	16.86	2037.2	3.12	0.55	1982.56	2.50	0.44	1982.9	3.85	0.68
63.55	20.88	2038.8	3.12	0.68	1984.57	2.49	0.55	1984.9	2.50	0.55
63.6	24.91	2040.4	3.12	0.82	1986.57	2.49	0.65	1986.9	2.56	0.67
63.65	31.44	2042.0	3.12	1.03	1988.58	2.49	0.82	1988.8	2.56	0.85
63.7	33.95	2043.6	3.12	1.11	1990.58	2.50	0.89	1990.8	2.50	0.89
63.75	33.45	2045.2	3.12	1.09	1992.58	2.49	0.88	1992.8	2.56	0.90
63.8	30.94	2046.8	3.12	1.01	1994.59	2.49	0.81	1994.7	2.56	0.83
63.85	31.44	2048.4	3.12	1.03	1996.59	2.49	0.82	1996.7	2.50	0.83
63.9	31.44	2050.0	3.12	1.03	1998.60	2.49	0.82	1998.7	2.56	0.85
63.95	32.95	2051.7	3.12	1.08	2000.60	2.47	0.85	2000.6	2.56	0.89
64	33.95	2053.3	3.12	1.11	2002.65	2.43	0.87	2002.6	2.56	0.91
64.05	37.98	2054.9	3.12	1.24	2004.71	2.43	0.97	2004.5	2.56	1.02
64.1	36.47	2056.5	3.12	1.19	2006.76	2.43	0.93	2006.5	2.50	0.96
64.15	31.94	2058.1	3.12	1.05	2008.82	2.43	0.82	2008.5	2.56	0.86
64.2	28.93	2059.7	3.12	0.95	2010.87	2.43	0.74	2010.4	2.56	0.78
64.25	21.89	2061.3	3.12	0.72	2012.93	2.43	0.56	2012.4	2.56	0.59
64.3	18.37	2062.9	3.12	0.60	2014.98	2.44	0.47	2014.3	2.56	0.49
64.35	15.86	2064.5	3.12	0.52	2017.03	2.43	0.41	2016.3	2.50	0.42
64.4	14.85	2066.1	3.12	0.49	2019.09	2.43	0.38	2018.3	2.56	0.40
64.45	16.86	2067.7	3.12	0.55	2021.14	2.43	0.43	2020.2	2.56	0.45
64.5	19.38	2069.3	3.12	0.63	2023.20	2.43	0.50	2022.2	2.50	0.51
64.55	19.38	2070.9	3.12	0.63	2025.25	2.44	0.50	2024.2	2.50	0.51
64.6	18.37	2072.5	3.12	0.60	2027.30	2.43	0.47	2026.2	2.50	0.48
64.65	17.37	2074.1	3.12	0.57	2029.36	2.43	0.44	2028.2	2.56	0.47
64.7	17.37	2075.7	3.12	0.57	2031.41	2.43	0.44	2030.1	2.56	0.47
64.75	18.37	2077.3	3.12	0.60	2033.47	2.43	0.47	2032.1	2.50	0.48
64.8	18.87	2078.9	3.12	0.62	2035.52	2.43	0.48	2034.1	2.50	0.50
64.85	18.87	2080.5	3.12	0.62	2037.58	2.43	0.48	2036.1	1.69	0.34
64.9	19.38	2082.1	3.12	0.63	2039.63	2.44	0.50	2040	2.54	0.52
65	19.38	2085.3	3.12	0.63	2043.74	2.44	0.50	2042	3.75	0.76
65.05	19.38	2086.9	3.12	0.63	2045.79	2.43	0.50	2044	2.50	0.51
65.1	20.38	2088.5	3.12	0.67	2047.85	2.43	0.52	2046	2.56	0.55
65.15	20.38	2090.2	3.12	0.67	2049.90	2.44	0.52	2047.9	2.56	0.55
65.2	20.38	2091.8	3.12	0.67	2051.95	2.43	0.52	2049.9	2.50	0.53
65.25	20.38	2093.4	3.12	0.67	2054.01	2.43	0.52	2051.9	2.50	0.53
65.3	20.38	2095.0	3.12	0.67	2056.06	2.43	0.52	2053.9	2.50	0.53
65.35	21.39	2096.6	3.12	0.70	2058.12	2.43	0.55	2055.9	2.56	0.58
65.4	25.41	2098.2	3.12	0.83	2060.17	2.43	0.65	2057.8	2.56	0.68
65.45	30.44	2099.8	3.12	1.00	2062.23	2.43	0.78	2059.8	2.50	0.80
65.5	32.95	2101.4	3.12	1.08	2064.28	2.44	0.84	2061.8	2.50	0.86
65.55	32.45	2103.0	3.12	1.06	2066.33	2.43	0.83	2063.8	2.50	0.85
65.6	33.95	2104.6	3.12	1.11	2068.39	2.43	0.87	2065.8	2.56	0.91
65.65	33.45	2106.2	3.12	1.09	2070.44	2.43	0.85	2067.7	2.56	0.90
65.7	33.95	2107.8	3.12	1.11	2072.50	2.43	0.87	2069.7	2.50	0.89
65.75	33.45	2109.4	3.12	1.09	2074.55	2.44	0.86	2071.7	2.50	0.88
65.8	30.94	2111.0	3.12	1.01	2076.60	2.43	0.79	2073.7	2.56	0.83
65.85	32.45	2112.6	3.12	1.06	2078.66	2.43	0.83	2075.6	2.56	0.87
65.9	33.45	2114.2	3.12	1.09	2080.71	2.43	0.85	2077.6	2.50	0.88
65.95	38.48	2115.8	3.12	1.26	2082.77	2.43	0.98	2079.6	2.50	1.01
66	42.50	2117.4	3.12	1.39	2084.82	2.43	1.09	2081.6	2.27	1.01
66.05	45.52	2119.0	3.12	1.49	2086.88	2.43	1.16	2084	2.04	0.98
66.1	45.52	2120.6	3.12	1.49	2088.93	2.44	1.17	2086.5	1.96	0.94
66.15	42.00	2122.2	3.12	1.37	2090.98	2.43	1.07	2089.1	1.96	0.86
66.2	40.49	2123.8	3.12	1.33	2093.04	2.43	1.03	2091.6	2.00	0.85
66.25	31.44	2125.4	3.12	1.03	2095.09	2.43	0.80	2094.1	1.96	0.65
66.3	24.91	2127.0	3.12	0.82	2097.15	2.43	0.64	2096.7	1.96	0.51
66.35	25.41	2128.6	3.12	0.83	2099.20	2.86	0.76	2099.2	1.32	0.35
66.4	36.97	2130.3	3.12	1.21	2100.65	3.44	1.34	2104.3	1.95	0.76
66.5	39.48	2133.5	3.12	1.29	2103.56	3.44	1.43	2106.9	2.94	1.22
66.55	34.46	2135.1	3.12	1.13	2105.01	3.44	1.24	2109.4	1.96	0.71
66.6	34.46	2136.7	3.12	1.13	2106.47	3.44	1.24	2112	1.96	0.71
66.65	33.95	2138.3	3.12	1.11	2107.92	3.44	1.22	2114.5	1.96	0.70
66.7	29.93	2139.9	3.12	0.98	2109.38	3.44	1.08	2117.1	1.96	0.62
66.75	28.42	2141.5	3.12	0.93	2110.83	3.45	1.03	2119.6	2.00	0.60
66.8	37.47	2143.1	3.12	1.23	2112.28	3.44	1.35	2122.1	2.22	0.87
66.85	44.01	2144.7	3.12	1.44	2113.74	3.44	1.59	2124.1	3.13	1.44
66.9	45.52	2146.3	3.12	1.49	2115.19	3.45	1.65	2125.3	4.17	1.99
66.95	41.49	2147.9	3.12	1.36	2116.64	3.44	1.50	2126.5	4.17	1.82
67	33.95	2149.5	3.12	1.11	2118.10	3.44	1.22	2127.7	4.17	1.49
67.05	26.41	2151.1	3.12	0.86	2119.55	3.45	0.96	2128.9	4.17	1.16
67.1	25.41	2152.7	3.12	0.83	2121.00	3.44	0.92	2130.1	4.17	1.11
67.15	22.39	2154.3	3.12	0.73	2122.46	3.44	0.81	2131.3	4.17	0.98
67.2	17.87	2155.9	3.12	0.58	2123.91	3.44	0.64	2132.5	4.17	0.78
67.25	14.35	2157.5	3.12	0.47	2125.37	3.44	0.52	2133.7	4.17	0.63
67.3	13.35	2159.1	3.12	0.44	2126.82	3.45	0.48	2134.9	4.17	0.58
67.35	14.35	2160.7	3.12	0.47	2128.27	3.44	0.52	2136.1	4.17	0.63
67.4	15.86	2162.3	3.12	0.52	2129.73	3.44	0.57	2137.3	4.17	0.69
67.45	16.36	2163.9	3.12	0.54	2131.18	3.45	0.59	2138.5	4.17	0.72
67.5	17.87	2165.5	3.12	0.58	2132.63	3.44	0.64	2139.7	4.17	0.78
67.55	20.88	2167.1	3.12	0.68	2134.09	3.44	0.75	2140.9	4.17	0.91
67.6	23.40	2168.8	3.12	0.77	2135.54	3.45	0.85	2142.1	4.35	1.07
67.65	23.90	2170.4	3.12	0.78	2136.99	3.44	0.86	2143.2	4.35	1.09
67.7	23.90	2172.0	3.12	0.78	2138.45	3.44	0.86	2144.4	4.17	1.05
67.75	21.89	2173.6	3.12	0.72	2139.90	3.44	0.79	2145.6	4.17	0.96
67.8	21.89	2175.2	3.12	0.72	2141.36	3.44	0.79	2146.8	4.17	0.96
67.85	22.90	2176.8	3.12	0.75	2142.81	3.45	0.83	2148	4.17	1.00
67.9	24.40	2178.4	3.12	0.80	2144.26	3.44	0.88	2149.2	4.17	1.07
67.95	24.40	2180.0	3.12	0.80	2145.72	3.44	0.88	2150.4	4.17	1.07
68	21.39	2181.6	3.12	0.70	2147.17	3.45	0.77	2151.6	4.17	0.94
68.05	20.88	2183.2	3.12	0.68	2148.62	3.44	0.75	2152.8	4.17	0.91
68.1	22.39	2184.8	3.12	0.73	2150.08	3.44	0.81	2154	4.17	0.98
68.15	26.41	2186.4	3.12	0.86	2151.53	3.45	0.96	2155.2	4.17	1.16
68.2	22.90	2188.0	3.12	0.75	2152.98	3.44	0.83	2156.4	4.17	1.00
68.25	19.38	2189.6	3.12	0.63	2154.44	3.44	0.70	2157.6	2.78	0.57
68.3	18.87	2191.2	3.12	0.62	2155.89	3.44	0.68	2160	4.17	0.83
68.4	22.39	2194.4	3.12	0.73	2158.80	3.44	0.81	2161.2	6.25	1.47
68.45	22.39	2196.0	3.12	0.73	2160.25	3.44	0.81	2162.4	4.17	0.98
68.5	21.89	2197.6	3.12	0.72	2161.71	3.44	0.79	2163.6	4.17	0.96
68.55	19.88	2199.2	3.12	0.65	2163.16	3.45	0.72	2164.8	4.17	0.87
68.6	20.38	2200.8	3.12	0.67	2164.61	3.44	0.74	2166	4.17	0.89
68.65	19.88	2202.4	3.12	0.65	2166.07	3.44	0.72	2167.2	4.17	0.87
68.7	21.89	2204.0	3.12	0.72	2167.52	3.45	0.79	2168.4	4.17	0.96
68.75	23.40	2205.6	3.12	0.77	2168.97	3.44	0.84	2169.6	4.17	1.02
68.8	23.40	2207.3	3.12	0.77	2170.43	3.44	0.84	2170.8	4.17	1.02
68.85	22.39	2208.9	3.12	0.73	2171.88	3.45	0.81	2172	4.35	1.02
68.9	22.90	2210.5	3.12	0.75	2173.33	3.44	0.83	2173.1	4.17	1.00
68.95	23.40	2212.1	3.12	0.77	2174.79	3.44	0.84	2174.4	4.00	0.98
69	24.40	2213.7	3.12	0.80	2176.24	3.44	0.88	2175.6	4.35	1.11
69.05	25.41	2215.3	3.12	0.83	2177.70	3.44	0.92	2176.7	4.35	1.16
69.1	24.91	2216.9	3.12	0.82	2179.15	3.45	0.90	2177.9	4.17	1.09
69.15	24.40	2218.5	3.12	0.80	2180.60	3.44	0.88	2179.1	4.17	1.07
69.2	25.41	2220.1	3.12	0.83	2182.06	3.44	0.92	2180.3	4.17	1.11
69.25	25.91	2221.7	3.12	0.85	2183.51	3.45	0.94	2181.5	4.17	1.13
69.3	21.89	2223.3	3.12	0.72	2184.96	3.44	0.79	2182.7	4.17	0.96
69.35	16.86	2224.9	3.12	0.55	2186.42	3.44	0.61	2183.9	4.17	0.74
69.4	13.85	2226.5	3.12	0.45	2187.87	3.45	0.50	2185.1	3.57	0.52
69.45	12.34	2228.1	3.12	0.40	2189.32	3.44	0.45	2186.7	3.12	0.40
69.5	14.85	2229.7	3.12	0.49	2190.78	3.44	0.54	2188.3	3.12	0.49
69.55	20.88	2231.3	3.12	0.68	2192.23	3.44	0.75	2189.9	3.13	0.69
69.6	27.42	2232.9	3.12	0.90	2193.69	3.44	0.99	2191.5	3.13	0.90
69.65	30.44	2234.5	3.12	1.00	2195.14	3.45	1.10	2193.1	3.13	1.00
69.7	34.96	2236.1	3.12	1.14	2196.59	3.44	1.26	2194.7	3.12	1.15
69.75	37.98	2237.7	3.12	1.24	2198.05	3.44	1.37	2196.3	2.08	0.83
69.8	37.47	2239.3	3.12	1.23	2199.50	3.13	1.23	2199.5	3.13	1.23
69.9	35.46	2242.5	3.12	1.16	2202.85	2.98	1.11	2201.1	4.69	1.75
69.95	33.45	2244.1	3.12	1.09	2204.53	2.98	1.05	2202.7	3.12	1.10
70	28.42	2245.7	3.12	0.93	2206.21	2.99	0.89	2204.3	3.12	0.93
70.05	22.90	2247.4	3.12	0.75	2207.88	2.99	0.72	2205.9	3.13	0.75
70.1	17.87	2249.0	3.12	0.58	2209.56	2.98	0.56	2207.5	3.13	0.59
70.15	18.37	2250.6	3.12	0.60	2211.24	2.99	0.58	2209.1	3.13	0.60
70.2	23.40	2252.2	3.12	0.77	2212.91	2.99	0.73	2210.7	3.12	0.77
70.25	27.92	2253.8	3.12	0.91	2214.59	2.98	0.87	2212.3	3.12	0.92
70.3	30.94	2255.4	3.12	1.01	2216.27	2.99	0.97	2213.9	3.13	1.02
70.35	32.45	2257.0	3.12	1.06	2217.94	2.99	1.02	2215.5	3.13	1.06
70.4	31.94	2258.6	3.12	1.05	2219.62	2.98	1.00	2217.1	3.13	1.05
70.45	29.93	2260.2	3.12	0.98	2221.30	2.99	0.94	2218.7	3.12	0.98
70.5	29.93	2261.8	3.12	0.98	2222.97	2.99	0.94	2220.3	3.12	0.98
70.55	27.42	2263.4	3.12	0.90	2224.65	2.98	0.86	2221.9	3.13	0.90
70.6	24.40	2265.0	3.12	0.80	2226.33	2.99	0.76	2223.5	3.13	0.80
70.65	18.37	2266.6	3.12	0.60	2228.00	2.99	0.58	2225.1	3.13	0.60
70.7	14.35	2268.2	3.12	0.47	2229.68	2.98	0.45	2226.7	3.12	0.47
70.75	14.35	2269.8	3.12	0.47	2231.36	2.99	0.45	2228.3	2.86	0.43
70.8	17.87	2271.4	3.12	0.58	2233.03	2.99	0.56	2230.2	2.63	0.49
70.85	23.40	2273.0	3.12	0.77	2234.71	2.98	0.73	2232.1	2.63	0.65
70.9	28.42	2274.6	3.12	0.93	2236.39	2.99	0.89	2234	2.63	0.79
70.95	29.93	2276.2	3.12	0.98	2238.06	2.99	0.94	2235.9	2.63	0.83
71	29.93	2277.8	3.12	0.98	2239.74	2.98	0.94	2237.8	2.70	0.85
71.05	29.43	2279.4	3.12	0.96	2241.42	2.99	0.92	2239.6	2.70	0.84
71.1	29.43	2281.0	3.12	0.96	2243.09	2.99	0.92	2241.5	2.63	0.81
71.15	29.93	2282.6	3.12	0.98	2244.77	2.98	0.94	2243.4	2.63	0.83
71.2	29.43	2284.2	3.12	0.96	2246.45	2.99	0.92	2245.3	2.63	0.81
71.25	30.94	2285.9	3.12	1.01	2248.12	2.99	0.97	2247.2	1.79	0.58
71.3	29.43	2287.5	3.12	0.96	2249.80	2.98	0.92	2250.9	2.68	0.83
71.4	22.90	2290.7	3.12	0.75	2253.15	2.98	0.72	2252.8	3.95	0.95
71.45	17.87	2292.3	3.12	0.58	2254.83	2.98	0.56	2254.7	2.70	0.51
71.5	14.85	2293.9	3.12	0.49	2256.51	2.99	0.47	2256.5	2.94	0.46
71.55	13.85	2295.5	3.12	0.45	2258.18	2.99	0.43	2258.1	3.13	0.45
71.6	15.36	2297.1	3.12	0.50	2259.86	2.98	0.48	2259.7	3.13	0.50
71.65	15.86	2298.7	3.12	0.52	2261.54	2.99	0.50	2261.3	3.13	0.52
71.7	17.37	2300.3	3.12	0.57	2263.21	2.99	0.54	2262.9	3.03	0.55
71.75	18.37	2301.9	3.12	0.60	2264.89	2.98	0.57	2264.6	3.03	0.58
71.8	19.88	2303.5	3.12	0.65	2266.57	2.99	0.62	2266.2	3.12	0.65
71.85	19.38	2305.1	3.12	0.63	2268.24	2.99	0.61	2267.8	3.13	0.64
71.9	17.87	2306.7	3.12	0.58	2269.92	2.98	0.56	2269.4	3.13	0.59
71.95	17.87	2308.3	3.12	0.58	2271.60	2.99	0.56	2271	3.13	0.59
72	19.38	2309.9	3.12	0.63	2273.27	2.99	0.61	2272.6	3.13	0.64
72.05	19.38	2311.5	3.12	0.63	2274.95	2.98	0.61	2274.2	3.03	0.62
72.1	18.37	2313.1	3.12	0.60	2276.63	2.99	0.58	2275.9	3.03	0.58
