#%		No tun			Min tun Muller/MacDo	Age model deMenocal
#%m	%terr	age	sr	flux	age	sr	flux 	age	sr	flux
118.2	44.01	3792.1	3.12	1.44	3922.28	2.73	1.26	3919.6	2.78	1.28
118.25	38.48	3793.7	3.12	1.26	3924.11	2.73	1.10	3921.4	2.78	1.12
118.3	34.46	3795.3	3.12	1.13	3925.94	2.73	0.99	3923.2	1.85	0.67
118.35	26.92	3796.9	3.12	0.88	3927.77	2.73	0.77	3926.8	2.78	0.79
118.45	14.85	3800.1	3.12	0.49	3931.44	2.73	0.43	3928.6	4.17	0.65
118.5	16.36	3801.7	3.12	0.54	3933.27	2.73	0.47	3930.4	2.78	0.48
118.55	21.89	3803.3	3.12	0.72	3935.10	2.73	0.63	3932.2	2.70	0.62
118.6	27.42	3804.9	3.12	0.90	3936.93	2.73	0.79	3934.1	2.70	0.78
118.65	31.94	3806.5	3.12	1.05	3938.76	2.73	0.92	3935.9	2.78	0.93
118.7	33.95	3808.1	3.12	1.11	3940.59	2.73	0.97	3937.7	2.78	0.99
118.75	34.96	3809.8	3.12	1.14	3942.42	2.72	1.00	3939.5	2.78	1.02
118.8	31.44	3811.4	3.12	1.03	3944.26	2.72	0.90	3941.3	2.78	0.92
118.85	29.43	3813.0	3.12	0.96	3946.09	2.73	0.84	3943.1	2.78	0.86
118.9	26.41	3814.6	3.12	0.86	3947.92	2.73	0.76	3944.9	2.78	0.77
118.95	24.91	3816.2	3.12	0.82	3949.75	2.73	0.71	3946.7	2.78	0.73
119	20.38	3817.8	3.12	0.67	3951.58	2.73	0.58	3948.5	2.78	0.59
119.05	17.37	3819.4	3.12	0.57	3953.41	2.73	0.50	3950.3	2.78	0.51
119.1	17.37	3821.0	3.12	0.57	3955.24	2.72	0.50	3952.1	2.78	0.51
119.15	20.38	3822.6	3.12	0.67	3957.08	2.72	0.58	3953.9	2.78	0.59
119.2	23.90	3824.2	3.12	0.78	3958.91	2.73	0.69	3955.7	2.78	0.70
119.25	24.40	3825.8	3.12	0.80	3960.74	2.73	0.70	3957.5	2.63	0.67
119.3	24.91	3827.4	3.12	0.82	3962.57	2.73	0.71	3959.5	2.27	0.59
119.35	25.91	3829.0	3.12	0.85	3964.40	2.73	0.74	3961.9	2.17	0.59
119.4	27.42	3830.6	3.12	0.90	3966.23	2.73	0.79	3964.1	2.44	0.70
119.45	25.41	3832.2	3.12	0.83	3968.06	2.72	0.73	3966	2.63	0.70
119.5	21.39	3833.8	3.12	0.70	3969.90	2.72	0.61	3967.9	0.57	0.13
119.55	17.37	3835.4	3.12	0.57	3971.73	2.73	0.50	3983.6	2.56	0.47
119.95	21.39	3848.3	3.12	0.70	3986.38	2.73	0.61	3985.5	2.56	0.57
120	21.89	3849.9	3.12	0.72	3988.21	2.73	0.63	3987.5	2.56	0.59
120.05	24.91	3851.5	3.12	0.82	3990.04	2.73	0.71	3989.4	2.56	0.67
120.1	26.41	3853.1	3.12	0.86	3991.87	2.72	0.76	3991.4	2.56	0.71
120.15	27.42	3854.7	3.12	0.90	3993.71	2.72	0.78	3993.3	2.56	0.74
120.2	29.93	3856.3	3.12	0.98	3995.54	2.73	0.86	3995.3	2.56	0.81
120.25	27.92	3857.9	3.12	0.91	3997.37	2.73	0.80	3997.2	2.56	0.75
120.3	25.41	3859.5	3.12	0.83	3999.20	2.87	0.77	3999.2	2.56	0.68
120.35	21.39	3861.1	3.12	0.70	4000.85	3.04	0.68	4001.1	2.56	0.58
120.4	19.38	3862.7	3.12	0.63	4002.49	3.04	0.62	4003.1	2.50	0.51
120.45	17.87	3864.3	3.12	0.58	4004.14	3.04	0.57	4005.1	2.56	0.48
120.5	20.88	3865.9	3.12	0.68	4005.78	3.04	0.67	4007	2.63	0.58
120.55	23.90	3867.5	3.12	0.78	4007.43	3.03	0.76	4008.9	2.56	0.64
120.6	27.92	3869.1	3.12	0.91	4009.08	3.04	0.89	4010.9	2.50	0.73
120.65	28.42	3870.7	3.12	0.93	4010.72	3.04	0.91	4012.9	2.56	0.77
120.7	28.42	3872.3	3.12	0.93	4012.37	3.04	0.91	4014.8	2.56	0.77
120.75	25.41	3873.9	3.12	0.83	4014.01	3.04	0.81	4016.8	2.56	0.68
120.8	19.88	3875.5	3.12	0.65	4015.66	3.04	0.63	4018.7	2.56	0.54
120.85	15.86	3877.1	3.12	0.52	4017.30	3.04	0.51	4020.7	2.56	0.43
120.9	14.35	3878.7	3.12	0.47	4018.95	3.03	0.46	4022.6	2.56	0.39
120.95	14.85	3880.3	3.12	0.49	4020.60	3.04	0.47	4024.6	2.56	0.40
121	19.88	3881.9	3.12	0.65	4022.24	3.04	0.63	4026.5	2.56	0.54
121.05	23.90	3883.5	3.12	0.78	4023.89	3.04	0.76	4028.5	2.56	0.64
121.1	28.93	3885.1	3.12	0.95	4025.53	3.04	0.92	4030.4	2.56	0.78
121.15	34.96	3886.8	3.12	1.14	4027.18	3.03	1.11	4032.4	2.63	0.97
121.2	35.96	3888.4	3.12	1.18	4028.83	3.04	1.15	4034.2	3.03	1.14
121.25	31.94	3890.0	3.12	1.05	4030.47	3.04	1.02	4035.7	3.33	1.12
121.3	26.92	3891.6	3.12	0.88	4032.12	3.04	0.86	4037.2	3.33	0.94
121.35	28.42	3893.2	3.12	0.93	4033.76	3.04	0.91	4038.7	3.33	0.99
121.4	21.39	3894.8	3.12	0.70	4035.41	3.03	0.68	4040.2	3.33	0.75
121.45	17.87	3896.4	3.12	0.58	4037.06	3.04	0.57	4041.7	3.45	0.65
121.5	18.87	3898.0	3.12	0.62	4038.70	3.04	0.60	4043.1	3.45	0.68
121.55	19.38	3899.6	3.12	0.63	4040.35	3.04	0.62	4044.6	3.33	0.68
121.6	19.38	3901.2	3.12	0.63	4041.99	3.04	0.62	4046.1	3.33	0.68
121.65	21.89	3902.8	3.12	0.72	4043.64	3.03	0.70	4047.6	3.33	0.77
121.7	23.90	3904.4	3.12	0.78	4045.29	3.04	0.76	4049.1	3.33	0.84
121.75	24.91	3906.0	3.12	0.82	4046.93	3.04	0.79	4050.6	3.33	0.87
121.8	23.40	3907.6	3.12	0.77	4048.58	3.04	0.75	4052.1	3.33	0.82
121.85	21.39	3909.2	3.12	0.70	4050.22	3.04	0.68	4053.6	3.33	0.75
121.9	20.88	3910.8	3.12	0.68	4051.87	3.04	0.67	4055.1	2.22	0.49
121.95	18.87	3912.4	3.12	0.62	4053.51	3.04	0.60	4058.1	3.33	0.66
122.05	16.86	3915.6	3.12	0.55	4056.81	3.04	0.54	4059.6	5.17	0.92
122.1	17.37	3917.2	3.12	0.57	4058.45	3.04	0.55	4061	3.45	0.63
122.15	18.87	3918.8	3.12	0.62	4060.10	3.04	0.60	4062.5	3.33	0.66
122.2	19.88	3920.4	3.12	0.65	4061.74	3.04	0.63	4064	3.33	0.70
122.25	21.39	3922.0	3.12	0.70	4063.39	3.03	0.68	4065.5	3.33	0.75
122.3	22.39	3923.6	3.12	0.73	4065.04	3.04	0.71	4067	3.33	0.78
122.35	22.39	3925.2	3.12	0.73	4066.68	3.04	0.71	4068.5	3.33	0.78
122.4	22.39	3926.9	3.12	0.73	4068.33	3.04	0.71	4070	3.33	0.78
122.45	24.40	3928.5	3.12	0.80	4069.97	3.04	0.78	4071.5	3.33	0.85
122.5	36.97	3930.1	3.12	1.21	4071.62	3.03	1.18	4073	3.45	1.34
122.55	22.39	3931.7	3.12	0.73	4073.27	3.04	0.71	4074.4	3.45	0.81
122.6	21.39	3933.3	3.12	0.70	4074.91	3.04	0.68	4075.9	3.33	0.75
122.65	20.88	3934.9	3.12	0.68	4076.56	3.04	0.67	4077.4	3.33	0.73
122.7	22.39	3936.5	3.12	0.73	4078.20	3.04	0.71	4078.9	3.33	0.78
122.75	21.89	3938.1	3.12	0.72	4079.85	3.03	0.70	4080.4	3.33	0.77
122.8	23.40	3939.7	3.12	0.77	4081.50	3.04	0.75	4081.9	3.33	0.82
122.85	25.41	3941.3	3.12	0.83	4083.14	3.04	0.81	4083.4	3.33	0.89
122.9	28.42	3942.9	3.12	0.93	4084.79	3.04	0.91	4084.9	3.33	0.99
122.95	29.43	3944.5	3.12	0.96	4086.43	3.04	0.94	4086.4	3.33	1.03
123	29.93	3946.1	3.12	0.98	4088.08	3.04	0.96	4087.9	3.23	1.01
123.05	29.93	3947.7	3.12	0.98	4089.72	3.04	0.96	4089.5	3.03	0.95
123.1	31.44	3949.3	3.12	1.03	4091.37	3.03	1.00	4091.2	2.94	0.97
123.15	30.44	3950.9	3.12	1.00	4093.02	3.04	0.97	4092.9	2.94	0.94
123.2	28.93	3952.5	3.12	0.95	4094.66	3.04	0.92	4094.6	3.03	0.92
123.25	27.92	3954.1	3.12	0.91	4096.31	3.04	0.89	4096.2	3.03	0.89
123.3	25.41	3955.7	3.12	0.83	4097.95	3.04	0.81	4097.9	2.94	0.78
123.35	21.89	3957.3	3.12	0.72	4099.60	2.99	0.69	4099.6	2.94	0.68
123.4	18.87	3958.9	3.12	0.62	4101.29	2.97	0.59	4101.3	2.00	0.40
123.45	14.35	3960.5	3.12	0.47	4102.97	2.97	0.45	4104.6	3.00	0.45
123.55	10.33	3963.7	3.12	0.34	4106.34	2.96	0.32	4106.3	4.41	0.48
123.6	8.32	3965.4	3.12	0.27	4108.03	2.97	0.26	4108	2.94	0.26
123.65	9.32	3967.0	3.12	0.31	4109.71	2.97	0.29	4109.7	2.94	0.29
123.7	9.83	3968.6	3.12	0.32	4111.40	2.97	0.31	4111.4	3.03	0.31
123.75	13.35	3970.2	3.12	0.44	4113.08	2.97	0.42	4113	3.03	0.42
123.8	16.36	3971.8	3.12	0.54	4114.77	2.97	0.51	4114.7	2.94	0.51
123.85	20.38	3973.4	3.12	0.67	4116.45	2.97	0.63	4116.4	2.94	0.63
123.9	25.91	3975.0	3.12	0.85	4118.14	2.97	0.81	4118.1	2.94	0.80
123.95	27.92	3976.6	3.12	0.91	4119.82	2.97	0.87	4119.8	2.94	0.86
124	27.92	3978.2	3.12	0.91	4121.51	2.97	0.87	4121.5	3.03	0.89
124.05	28.93	3979.8	3.12	0.95	4123.19	2.97	0.90	4123.1	3.03	0.92
124.1	29.93	3981.4	3.12	0.98	4124.88	2.97	0.93	4124.8	2.94	0.92
124.15	30.44	3983.0	3.12	1.00	4126.56	2.97	0.95	4126.5	2.94	0.94
124.2	27.92	3984.6	3.12	0.91	4128.25	2.97	0.87	4128.2	2.94	0.86
124.25	26.41	3986.2	3.12	0.86	4129.93	2.97	0.82	4129.9	3.03	0.84
124.3	19.88	3987.8	3.12	0.65	4131.62	2.97	0.62	4131.5	3.03	0.63
124.35	12.84	3989.4	3.12	0.42	4133.30	2.97	0.40	4133.2	2.94	0.40
124.4	9.32	3991.0	3.12	0.31	4134.99	2.97	0.29	4134.9	2.94	0.29
124.45	8.32	3992.6	3.12	0.27	4136.67	2.97	0.26	4136.6	2.94	0.26
124.5	8.82	3994.2	3.12	0.29	4138.36	2.97	0.27	4138.3	2.94	0.27
124.55	9.83	3995.8	3.12	0.32	4140.04	2.97	0.31	4140	3.03	0.31
124.6	11.33	3997.4	3.12	0.37	4141.73	2.97	0.35	4141.6	3.03	0.36
124.65	13.35	3999.0	3.12	0.44	4143.41	2.97	0.42	4143.3	2.94	0.41
124.7	15.86	4000.6	3.12	0.52	4145.10	2.97	0.49	4145	2.94	0.49
124.75	18.37	4002.2	3.12	0.60	4146.78	2.97	0.57	4146.7	2.94	0.57
124.8	20.38	4003.8	3.12	0.67	4148.47	2.97	0.63	4148.4	3.03	0.65
124.85	21.39	4005.5	3.12	0.70	4150.15	2.97	0.67	4150	1.49	0.34
124.9	21.39	4007.1	3.12	0.70	4151.84	2.97	0.67	4155.1	2.94	0.66
125.05	23.40	4011.9	3.12	0.77	4156.89	2.97	0.73	4156.8	5.88	1.45
125.1	24.40	4013.5	3.12	0.80	4158.58	2.97	0.76	4158.5	2.94	0.75
125.15	22.39	4015.1	3.12	0.73	4160.26	2.97	0.70	4160.2	2.94	0.69
125.2	20.38	4016.7	3.12	0.67	4161.95	2.97	0.63	4161.9	3.03	0.65
125.25	18.37	4018.3	3.12	0.60	4163.63	2.97	0.57	4163.5	3.03	0.58
125.3	15.86	4019.9	3.12	0.52	4165.32	2.97	0.49	4165.2	2.94	0.49
125.35	15.36	4021.5	3.12	0.50	4167.00	2.97	0.48	4166.9	2.94	0.47
125.4	18.87	4023.1	3.12	0.62	4168.69	2.97	0.59	4168.6	2.94	0.58
125.45	21.39	4024.7	3.12	0.70	4170.37	2.97	0.67	4170.3	2.94	0.66
125.5	26.41	4026.3	3.12	0.86	4172.06	2.97	0.82	4172	2.94	0.82
125.55	28.42	4027.9	3.12	0.93	4173.74	2.97	0.89	4173.7	2.94	0.88
125.6	30.94	4029.5	3.12	1.01	4175.43	2.97	0.96	4175.4	2.94	0.96
125.65	35.96	4031.1	3.12	1.18	4177.11	2.97	1.12	4177.1	3.03	1.14
125.7	37.47	4032.7	3.12	1.23	4178.80	2.97	1.17	4178.7	2.00	0.79
125.75	37.47	4034.3	3.12	1.23	4180.48	2.97	1.17	4182.1	2.94	1.16
125.85	32.95	4037.5	3.12	1.08	4183.85	2.96	1.03	4183.8	4.41	1.53
125.9	29.93	4039.1	3.12	0.98	4185.54	2.97	0.93	4185.5	2.94	0.92
125.95	24.40	4040.7	3.12	0.80	4187.22	2.97	0.76	4187.2	2.94	0.75
126	19.38	4042.3	3.12	0.63	4188.91	2.97	0.60	4188.9	2.94	0.60
126.05	14.85	4044.0	3.12	0.49	4190.59	2.97	0.46	4190.6	2.94	0.46
126.1	12.84	4045.6	3.12	0.42	4192.28	2.97	0.40	4192.3	2.94	0.40
126.15	12.34	4047.2	3.12	0.40	4193.96	2.97	0.38	4194	3.03	0.39
126.2	11.84	4048.8	3.12	0.39	4195.65	2.97	0.37	4195.6	3.03	0.38
126.25	13.35	4050.4	3.12	0.44	4197.33	2.97	0.42	4197.3	2.94	0.41
126.3	13.35	4052.0	3.12	0.44	4199.02	2.97	0.42	4199	2.94	0.41
126.35	16.86	4053.6	3.12	0.55	4200.70	3.09	0.55	4200.7	2.94	0.52
126.4	19.88	4055.2	3.12	0.65	4202.26	3.22	0.67	4202.4	2.94	0.61
126.45	25.91	4056.8	3.12	0.85	4203.81	3.22	0.87	4204.1	2.94	0.80
126.5	37.98	4058.4	3.12	1.24	4205.37	3.21	1.28	4205.8	3.03	1.21
126.55	43.00	4060.0	3.12	1.41	4206.93	3.22	1.45	4207.4	3.23	1.46
126.6	36.97	4061.6	3.12	1.21	4208.48	3.22	1.25	4208.9	3.23	1.25
126.65	27.42	4063.2	3.12	0.90	4210.04	3.22	0.93	4210.5	3.12	0.90
126.7	17.37	4064.8	3.12	0.57	4211.59	3.22	0.59	4212.1	3.13	0.57
126.75	10.83	4066.4	3.12	0.35	4213.15	3.21	0.36	4213.7	3.23	0.37
126.8	8.32	4068.0	3.12	0.27	4214.71	3.22	0.28	4215.2	3.23	0.28
126.85	8.32	4069.6	3.12	0.27	4216.26	3.22	0.28	4216.8	3.13	0.27
126.9	9.32	4071.2	3.12	0.31	4217.82	3.21	0.31	4218.4	3.23	0.32
126.95	13.35	4072.8	3.12	0.44	4219.38	3.22	0.45	4219.9	3.23	0.45
127	16.36	4074.4	3.12	0.54	4220.93	3.22	0.55	4221.5	3.12	0.54
127.05	21.39	4076.0	3.12	0.70	4222.49	3.22	0.72	4223.1	3.13	0.70
127.1	25.41	4077.6	3.12	0.83	4224.04	3.22	0.86	4224.7	3.23	0.86
127.15	22.90	4079.2	3.12	0.75	4225.60	3.21	0.77	4226.2	3.23	0.78
127.2	22.39	4080.8	3.12	0.73	4227.16	3.22	0.76	4227.8	2.13	0.50
127.25	21.39	4082.5	3.12	0.70	4228.71	3.21	0.72	4230.9	3.19	0.72
127.35	25.91	4085.7	3.12	0.85	4231.83	3.21	0.87	4232.5	4.69	1.28
127.4	26.92	4087.3	3.12	0.88	4233.38	3.22	0.91	4234.1	3.13	0.88
127.45	24.40	4088.9	3.12	0.80	4234.94	3.22	0.82	4235.7	3.23	0.83
127.5	20.38	4090.5	3.12	0.67	4236.49	3.22	0.69	4237.2	3.23	0.69
127.55	13.85	4092.1	3.12	0.45	4238.05	3.21	0.47	4238.8	3.13	0.45
127.6	11.33	4093.7	3.12	0.37	4239.61	3.22	0.38	4240.4	3.13	0.37
127.65	12.34	4095.3	3.12	0.40	4241.16	3.22	0.42	4242	3.23	0.42
127.7	16.86	4096.9	3.12	0.55	4242.72	3.21	0.57	4243.5	3.23	0.57
127.75	23.90	4098.5	3.12	0.78	4244.28	3.22	0.81	4245.1	3.13	0.78
127.8	31.94	4100.1	3.12	1.05	4245.83	3.22	1.08	4246.7	3.23	1.08
127.85	36.97	4101.7	3.12	1.21	4247.39	3.22	1.25	4248.2	3.23	1.25
127.9	43.50	4103.3	3.12	1.42	4248.94	3.22	1.47	4249.8	2.86	1.31
127.95	45.01	4104.9	3.12	1.47	4250.50	3.21	1.51	4251.7	2.63	1.24
128	44.01	4106.5	3.12	1.44	4252.06	3.22	1.49	4253.6	2.63	1.22
128.05	35.96	4108.1	3.12	1.18	4253.61	3.22	1.21	4255.5	2.63	0.99
128.1	29.93	4109.7	3.12	0.98	4255.17	3.21	1.01	4257.4	2.70	0.85
128.15	23.90	4111.3	3.12	0.78	4256.73	3.22	0.81	4259.2	2.70	0.68
128.2	19.88	4112.9	3.12	0.65	4258.28	3.22	0.67	4261.1	2.63	0.55
128.25	17.37	4114.5	3.12	0.57	4259.84	3.22	0.59	4263	2.63	0.48
128.3	15.36	4116.1	3.12	0.50	4261.39	3.22	0.52	4264.9	2.63	0.42
128.35	16.86	4117.7	3.12	0.55	4262.95	3.21	0.57	4266.8	2.63	0.47
128.4	18.87	4119.3	3.12	0.62	4264.51	3.22	0.64	4268.7	2.70	0.54
128.45	20.88	4120.9	3.12	0.68	4266.06	3.22	0.70	4270.5	2.70	0.59
128.5	22.39	4122.6	3.12	0.73	4267.62	3.21	0.75	4272.4	2.63	0.62
128.55	24.40	4124.2	3.12	0.80	4269.18	3.22	0.82	4274.3	2.63	0.67
128.6	26.92	4125.8	3.12	0.88	4270.73	3.22	0.91	4276.2	3.13	0.88
128.65	27.42	4127.4	3.12	0.90	4272.29	3.22	0.93	4277.5	4.00	1.15
128.7	29.43	4129.0	3.12	0.96	4273.84	3.22	0.99	4278.7	2.63	0.81
128.75	30.44	4130.6	3.12	1.00	4275.40	3.21	1.03	4281.3	3.95	1.26
128.85	26.92	4133.8	3.12	0.88	4278.51	3.21	0.91	4282.5	6.00	1.70
128.9	21.39	4135.4	3.12	0.70	4280.07	3.21	0.72	4283.8	3.85	0.86
128.95	15.86	4137.0	3.12	0.52	4281.63	3.22	0.54	4285.1	4.00	0.67
129	12.84	4138.6	3.12	0.42	4283.18	3.22	0.43	4286.3	4.00	0.54
129.05	10.83	4140.2	3.12	0.35	4284.74	3.22	0.37	4287.6	3.85	0.44
129.1	11.84	4141.8	3.12	0.39	4286.29	3.22	0.40	4288.9	4.00	0.50
129.15	13.85	4143.4	3.12	0.45	4287.85	3.21	0.47	4290.1	4.00	0.58
129.2	16.36	4145.0	3.12	0.54	4289.41	3.22	0.55	4291.4	4.00	0.69
129.25	19.88	4146.6	3.12	0.65	4290.96	3.22	0.67	4292.6	4.00	0.83
129.3	22.90	4148.2	3.12	0.75	4292.52	3.21	0.77	4293.9	3.85	0.92
129.35	25.41	4149.8	3.12	0.83	4294.08	3.22	0.86	4295.2	3.85	1.03
129.4	26.41	4151.4	3.12	0.86	4295.63	3.22	0.89	4296.5	4.00	1.11
129.45	28.93	4153.0	3.12	0.95	4297.19	3.22	0.98	4297.7	4.00	1.22
129.5	32.95	4154.6	3.12	1.08	4298.74	3.22	1.11	4299	3.85	1.33
129.55	26.92	4156.2	3.12	0.88	4300.30	3.18	0.90	4300.3	4.00	1.13
129.6	26.41	4157.8	3.12	0.86	4301.88	3.16	0.88	4301.5	4.00	1.11
129.65	26.92	4159.4	3.12	0.88	4303.46	3.16	0.89	4302.8	4.00	1.13
129.7	21.89	4161.1	3.12	0.72	4305.04	3.16	0.73	4304	4.00	0.92
129.75	13.85	4162.7	3.12	0.45	4306.62	3.16	0.46	4305.3	3.85	0.56
129.8	12.34	4164.3	3.12	0.40	4308.20	3.16	0.41	4306.6	4.00	0.52
129.85	10.83	4165.9	3.12	0.35	4309.78	3.16	0.36	4307.8	4.00	0.45
129.9	8.82	4167.5	3.12	0.29	4311.36	3.17	0.29	4309.1	3.85	0.36
129.95	9.32	4169.1	3.12	0.31	4312.93	3.17	0.31	4310.4	4.00	0.39
130	10.33	4170.7	3.12	0.34	4314.51	3.16	0.34	4311.6	4.00	0.43
130.05	14.85	4172.3	3.12	0.49	4316.09	3.16	0.49	4312.9	3.85	0.60
130.1	17.87	4173.9	3.12	0.58	4317.67	3.16	0.59	4314.2	4.00	0.75
130.15	20.38	4175.5	3.12	0.67	4319.25	3.16	0.68	4315.4	4.00	0.86
130.2	19.88	4177.1	3.12	0.65	4320.83	3.16	0.66	4316.7	2.38	0.50
130.25	30.44	4178.7	3.12	1.00	4322.41	3.16	1.01	4319.6	3.13	1.00
130.35	31.94	4181.9	3.12	1.05	4325.57	3.16	1.06	4321.5	4.05	1.36
130.4	29.43	4183.5	3.12	0.96	4327.15	3.16	0.98	4323.3	2.70	0.84
130.45	25.41	4185.1	3.12	0.83	4328.73	3.16	0.84	4325.2	2.70	0.72
130.5	20.88	4186.7	3.12	0.68	4330.31	3.16	0.69	4327	2.70	0.59
130.55	14.85	4188.3	3.12	0.49	4331.89	3.16	0.49	4328.9	2.70	0.42
130.6	16.86	4189.9	3.12	0.55	4333.47	3.16	0.56	4330.7	2.70	0.48
130.65	19.38	4191.5	3.12	0.63	4335.05	3.16	0.64	4332.6	2.70	0.55
130.7	17.37	4193.1	3.12	0.57	4336.63	3.17	0.58	4334.4	2.70	0.49
130.75	17.87	4194.7	3.12	0.58	4338.20	3.17	0.60	4336.3	2.70	0.51
130.8	19.88	4196.3	3.12	0.65	4339.78	3.16	0.66	4338.1	2.70	0.56
130.85	20.38	4197.9	3.12	0.67	4341.36	3.16	0.68	4340	2.70	0.58
130.9	21.89	4199.6	3.12	0.72	4342.94	3.16	0.73	4341.8	2.70	0.62
130.95	23.90	4201.2	3.12	0.78	4344.52	3.16	0.79	4343.7	2.70	0.68
131	24.91	4202.8	3.12	0.82	4346.10	3.16	0.83	4345.5	2.70	0.71
131.05	23.90	4204.4	3.12	0.78	4347.68	3.16	0.79	4347.4	2.70	0.68
131.1	19.88	4206.0	3.12	0.65	4349.26	3.16	0.66	4349.2	2.70	0.56
131.15	16.36	4207.6	3.12	0.54	4350.84	3.16	0.54	4351.1	2.70	0.46
131.2	11.33	4209.2	3.12	0.37	4352.42	3.16	0.38	4352.9	2.70	0.32
131.25	10.83	4210.8	3.12	0.35	4354.00	3.16	0.36	4354.8	2.70	0.31
131.3	14.85	4212.4	3.12	0.49	4355.58	3.16	0.49	4356.6	2.70	0.42
131.35	18.87	4214.0	3.12	0.62	4357.16	3.16	0.63	4358.5	2.70	0.54
131.4	26.41	4215.6	3.12	0.86	4358.74	3.16	0.88	4360.3	2.70	0.75
131.45	30.44	4217.2	3.12	1.00	4360.32	3.16	1.01	4362.2	2.70	0.86
131.5	29.93	4218.8	3.12	0.98	4361.90	3.17	1.00	4364	2.78	0.87
131.55	29.93	4220.4	3.12	0.98	4363.47	3.17	1.00	4365.8	3.03	0.95
131.6	29.43	4222.0	3.12	0.96	4365.05	3.16	0.98	4367.3	3.33	1.03
131.65	28.93	4223.6	3.12	0.95	4366.63	3.16	0.96	4368.8	3.33	1.01
131.7	27.92	4225.2	3.12	0.91	4368.21	3.16	0.93	4370.3	3.33	0.98
131.75	25.91	4226.8	3.12	0.85	4369.79	3.16	0.86	4371.8	3.45	0.94
131.8	21.89	4228.4	3.12	0.72	4371.37	3.16	0.73	4373.2	3.45	0.79
131.85	20.88	4230.0	3.12	0.68	4372.95	3.16	0.69	4374.7	3.33	0.73
131.9	18.87	4231.6	3.12	0.62	4374.53	3.16	0.63	4376.2	3.33	0.66
131.95	17.37	4233.2	3.12	0.57	4376.11	3.16	0.58	4377.7	3.45	0.63
132	16.36	4234.8	3.12	0.54	4377.69	3.16	0.54	4379.1	3.45	0.59
132.05	15.36	4236.4	3.12	0.50	4379.27	3.16	0.51	4380.6	3.33	0.54
132.1	15.86	4238.0	3.12	0.52	4380.85	3.16	0.53	4382.1	3.33	0.56
132.15	14.85	4239.7	3.12	0.49	4382.43	3.16	0.49	4383.6	3.45	0.54
132.2	15.36	4241.3	3.12	0.50	4384.01	3.16	0.51	4385	3.45	0.56
132.25	15.86	4242.9	3.12	0.52	4385.59	3.16	0.53	4386.5	3.33	0.56
132.3	13.85	4244.5	3.12	0.45	4387.17	3.17	0.46	4388	3.33	0.48
132.35	15.36	4246.1	3.12	0.50	4388.74	3.17	0.51	4389.5	2.27	0.37
132.4	16.86	4247.7	3.12	0.55	4390.32	3.16	0.56	4392.4	3.41	0.60
132.5	15.86	4250.9	3.12	0.52	4393.48	3.16	0.53	4393.9	5.00	0.83
132.55	15.86	4252.5	3.12	0.52	4395.06	3.16	0.53	4395.4	3.33	0.56
132.6	14.85	4254.1	3.12	0.49	4396.64	3.16	0.49	4396.9	3.45	0.54
132.65	14.85	4255.7	3.12	0.49	4398.22	3.16	0.49	4398.3	3.45	0.54
132.7	14.85	4257.3	3.12	0.49	4399.80	3.13	0.49	4399.8	3.33	0.52
132.75	13.85	4258.9	3.12	0.45	4401.42	3.10	0.45	4401.3	3.33	0.48
132.8	13.35	4260.5	3.12	0.44	4403.03	3.10	0.43	4402.8	3.33	0.47
132.85	13.35	4262.1	3.12	0.44	4404.65	3.10	0.43	4404.3	3.45	0.48
132.9	14.35	4263.7	3.12	0.47	4406.26	3.10	0.47	4405.7	3.45	0.52
132.95	14.85	4265.3	3.12	0.49	4407.88	3.09	0.48	4407.2	3.33	0.52
133	15.36	4266.9	3.12	0.50	4409.50	3.10	0.50	4408.7	3.33	0.54
133.05	19.88	4268.5	3.12	0.65	4411.11	3.10	0.65	4410.2	3.45	0.72
133.1	20.88	4270.1	3.12	0.68	4412.73	3.09	0.68	4411.6	3.45	0.76
133.15	22.90	4271.7	3.12	0.75	4414.35	3.10	0.74	4413.1	3.33	0.80
133.2	24.40	4273.3	3.12	0.80	4415.96	3.10	0.79	4414.6	3.33	0.85
133.25	26.92	4274.9	3.12	0.88	4417.58	3.10	0.88	4416.1	3.23	0.91
133.3	28.42	4276.5	3.12	0.93	4419.19	3.10	0.92	4417.7	3.13	0.93
133.35	28.93	4278.2	3.12	0.95	4420.81	3.09	0.94	4419.3	3.23	0.98
133.4	27.42	4279.8	3.12	0.90	4422.43	3.10	0.89	4420.8	3.23	0.93
133.45	23.90	4281.4	3.12	0.78	4424.04	3.10	0.78	4422.4	3.13	0.78
133.5	22.39	4283.0	3.12	0.73	4425.66	3.10	0.73	4424	3.23	0.76
133.55	21.89	4284.6	3.12	0.72	4427.27	3.10	0.71	4425.5	3.23	0.74
133.6	19.88	4286.2	3.12	0.65	4428.89	3.09	0.64	4427.1	3.13	0.65
133.65	18.87	4287.8	3.12	0.62	4430.51	3.10	0.61	4428.7	3.23	0.64
133.7	18.37	4289.4	3.12	0.60	4432.12	3.10	0.60	4430.2	3.23	0.62
133.75	18.37	4291.0	3.12	0.60	4433.74	3.10	0.60	4431.8	3.13	0.60
133.8	18.87	4292.6	3.12	0.62	4435.35	3.10	0.61	4433.4	3.23	0.64
133.85	19.38	4294.2	3.12	0.63	4436.97	3.09	0.63	4434.9	2.17	0.44
133.9	17.87	4295.8	3.12	0.58	4438.59	3.09	0.58	4438	3.19	0.60
