#%		No tune			Min tun Muller/MacDo	Age model Larrasoana
#%m	gterr	age	sr	flux	age	sr	flux 	age	sr	flux
67.2800	0.0320	2277.2329	2.9545	0.0945	2105.8478	2.6523	0.0849	2106.1783	2.6613	0.0851
67.2900	0.0324	2277.5713	2.9545	0.0958	2106.2545	2.6523	0.0860	2106.6086	2.6612	0.0863
67.3000	0.0325	2277.9098	2.9545	0.0962	2106.6612	2.6523	0.0863	2107.0389	2.6612	0.0866
67.3100	0.0324	2278.2483	2.9545	0.0958	2107.0679	2.6523	0.0860	2107.4693	2.6612	0.0863
67.3200	0.0321	2278.5868	2.9545	0.0948	2107.4746	2.6522	0.0851	2107.8996	2.6612	0.0853
67.3300	0.0316	2278.9252	2.9545	0.0934	2107.8814	2.6522	0.0839	2108.3299	2.6612	0.0841
67.3400	0.0310	2279.2637	2.9545	0.0916	2108.2881	2.6522	0.0822	2108.7602	2.6612	0.0825
67.3500	0.0302	2279.6022	2.9545	0.0892	2108.6948	2.6522	0.0801	2109.1906	2.6612	0.0803
67.3600	0.0292	2279.9406	2.9545	0.0862	2109.1015	2.6522	0.0774	2109.6209	2.6611	0.0776
67.3700	0.0279	2280.2791	2.9545	0.0825	2109.5082	2.6522	0.0740	2110.0512	2.6611	0.0743
67.3800	0.0264	2280.6176	2.9545	0.0781	2109.9150	2.6522	0.0701	2110.4816	2.6611	0.0703
67.3900	0.0248	2280.9560	2.9545	0.0733	2110.3217	2.6522	0.0658	2110.9119	2.6611	0.0661
67.4000	0.0231	2281.2945	2.9545	0.0684	2110.7284	2.6521	0.0614	2111.3422	2.6611	0.0616
67.4100	0.0215	2281.6330	2.9545	0.0636	2111.1351	2.6521	0.0571	2111.7725	2.6611	0.0573
67.4200	0.0200	2281.9715	2.9545	0.0592	2111.5418	2.6521	0.0531	2112.2029	2.6611	0.0533
67.4300	0.0186	2282.3099	2.9545	0.0550	2111.9486	2.6521	0.0494	2112.6332	2.6610	0.0495
67.4400	0.0172	2282.6484	2.9545	0.0507	2112.3553	2.6521	0.0455	2113.0635	2.6610	0.0457
67.4500	0.0158	2282.9869	2.9545	0.0468	2112.7620	2.6521	0.0420	2113.4939	2.6610	0.0421
67.4600	0.0147	2283.3253	2.9545	0.0433	2113.1687	2.6521	0.0389	2113.9242	2.6610	0.0390
67.4700	0.0137	2283.6638	2.9545	0.0405	2113.5754	2.6521	0.0363	2114.3545	2.6610	0.0364
67.4800	0.0128	2284.0023	2.9545	0.0380	2113.9822	2.6520	0.0341	2114.7848	2.6610	0.0342
67.4900	0.0120	2284.3408	2.9545	0.0353	2114.3889	2.6520	0.0317	2115.1732	2.6610	0.0318
67.5000	0.0108	2284.6792	2.9545	0.0319	2114.7956	2.6520	0.0286	2115.5197	2.6609	0.0287
67.5100	0.0095	2285.0177	2.9545	0.0280	2115.2023	2.6520	0.0252	2115.8661	2.6609	0.0252
67.5200	0.0083	2285.3562	2.9545	0.0245	2115.6090	2.6520	0.0220	2116.2126	2.6609	0.0221
67.5300	0.0076	2285.6946	2.9545	0.0223	2116.0158	2.6520	0.0200	2116.5591	2.6609	0.0201
67.5400	0.0076	2286.0331	2.9545	0.0223	2116.4225	2.6520	0.0201	2116.9055	2.6609	0.0201
67.5500	0.0084	2286.3716	2.9545	0.0249	2116.8292	2.6520	0.0224	2117.2520	2.6609	0.0224
67.5600	0.0100	2286.7101	2.9545	0.0296	2117.2359	2.6520	0.0265	2117.5984	2.6609	0.0266
67.5700	0.0122	2287.0485	2.9545	0.0360	2117.6426	2.6520	0.0323	2117.9449	2.6609	0.0324
67.5800	0.0145	2287.3870	2.9545	0.0428	2118.0494	2.6519	0.0384	2118.2913	2.6609	0.0386
67.5900	0.0169	2287.7255	2.9545	0.0499	2118.4561	2.6519	0.0448	2118.6378	2.6609	0.0450
67.6000	0.0193	2288.0639	2.9545	0.0569	2118.8628	2.6519	0.0511	2118.9843	2.6608	0.0512
67.6100	0.0216	2288.4024	2.9545	0.0638	2119.2695	2.6519	0.0572	2119.3307	2.6608	0.0574
67.6200	0.0238	2288.7409	2.9545	0.0703	2119.6762	2.6519	0.0631	2119.6772	2.6608	0.0634
67.6300	0.0258	2289.0794	2.9545	0.0763	2120.0830	2.6519	0.0685	2120.0236	2.6608	0.0687
67.6400	0.0276	2289.4178	2.9545	0.0815	2120.4897	2.6519	0.0731	2120.3701	2.6608	0.0734
67.6500	0.0291	2289.7563	2.9545	0.0861	2120.8964	2.6519	0.0773	2120.7165	2.6608	0.0776
67.6600	0.0305	2290.0948	2.9545	0.0902	2121.3031	2.6519	0.0810	2121.0630	2.6608	0.0812
67.6700	0.0317	2290.4332	2.9545	0.0937	2121.7098	2.6519	0.0841	2121.4094	2.6608	0.0844
67.6800	0.0327	2290.7717	2.9545	0.0966	2122.1166	2.6519	0.0867	2121.7559	2.6608	0.0870
67.6900	0.0334	2291.1102	2.9545	0.0987	2122.5233	2.6519	0.0886	2122.1024	2.6608	0.0889
67.7000	0.0338	2291.4487	2.9545	0.0999	2122.9300	2.6518	0.0896	2122.4488	2.6607	0.0899
67.7100	0.0338	2291.7871	2.9545	0.1000	2123.3367	2.6518	0.0898	2122.7953	2.6607	0.0901
67.7200	0.0336	2292.1256	2.9545	0.0993	2123.7434	2.6518	0.0891	2123.1417	2.6607	0.0894
67.7300	0.0332	2292.4641	2.9545	0.0980	2124.1502	2.6518	0.0879	2123.4882	2.6607	0.0882
67.7400	0.0326	2292.8025	2.9545	0.0963	2124.5569	2.6518	0.0865	2123.8346	2.6607	0.0868
67.7500	0.0321	2293.1410	2.9545	0.0948	2124.9636	2.6518	0.0851	2124.1811	2.6607	0.0854
67.7600	0.0317	2293.4795	2.9545	0.0935	2125.3703	2.6518	0.0840	2124.5276	2.6607	0.0842
67.7700	0.0314	2293.8179	2.9545	0.0928	2125.7770	2.6518	0.0833	2124.8740	2.6607	0.0836
67.7800	0.0313	2294.1564	2.9545	0.0925	2126.1838	2.6518	0.0830	2125.2205	2.6607	0.0833
67.7900	0.0314	2294.4949	2.9545	0.0926	2126.5905	2.6518	0.0832	2125.5669	2.6607	0.0834
67.8000	0.0315	2294.8334	2.9545	0.0930	2126.9972	2.6518	0.0835	2125.9134	2.6607	0.0837
67.8100	0.0316	2295.1718	2.9545	0.0933	2127.4039	2.6518	0.0837	2126.2598	2.6607	0.0840
67.8200	0.0315	2295.5103	2.9545	0.0931	2127.8106	2.6517	0.0836	2126.6063	2.6606	0.0839
67.8300	0.0313	2295.8488	2.9545	0.0925	2128.2174	2.6517	0.0830	2126.9528	2.6606	0.0833
67.8400	0.0310	2296.1872	2.9545	0.0917	2128.6241	2.6517	0.0823	2127.2992	2.6606	0.0826
67.8500	0.0308	2296.5257	2.9545	0.0909	2129.0308	2.6517	0.0816	2127.6457	2.6606	0.0819
67.8600	0.0307	2296.8642	2.9545	0.0906	2129.4375	2.6517	0.0813	2127.9921	2.6606	0.0816
67.8700	0.0307	2297.2027	2.9545	0.0908	2129.8442	2.6517	0.0815	2128.3386	2.6606	0.0818
67.8800	0.0310	2297.5411	2.9545	0.0914	2130.2510	2.6517	0.0821	2128.6850	2.6606	0.0823
67.8900	0.0312	2297.8796	2.9545	0.0921	2130.6577	2.6517	0.0827	2129.0315	2.6606	0.0829
67.9000	0.0313	2298.2181	2.9545	0.0926	2131.0644	2.6517	0.0831	2129.3780	2.6606	0.0834
67.9100	0.0314	2298.5565	2.9545	0.0929	2131.4711	2.6517	0.0833	2129.7244	2.6606	0.0836
67.9200	0.0315	2298.8950	2.9545	0.0929	2131.8778	2.6517	0.0834	2130.0709	2.6606	0.0837
67.9300	0.0313	2299.2335	2.9545	0.0926	2132.2846	2.6517	0.0831	2130.4173	2.6606	0.0834
67.9400	0.0310	2299.5720	2.9545	0.0914	2132.6913	2.6517	0.0821	2130.7638	2.6606	0.0824
67.9500	0.0302	2299.9104	2.9545	0.0892	2133.0980	2.6517	0.0801	2131.1102	2.6605	0.0804
67.9600	0.0292	2300.2489	2.9545	0.0862	2133.5047	2.6517	0.0773	2131.4567	2.6605	0.0776
67.9700	0.0279	2300.5874	2.9545	0.0826	2133.9114	2.6516	0.0741	2131.8032	2.6605	0.0743
67.9800	0.0266	2300.9258	2.9545	0.0786	2134.3181	2.6516	0.0705	2132.1496	2.6605	0.0707
67.9900	0.0253	2301.2643	2.9545	0.0747	2134.7249	2.6516	0.0670	2132.4961	2.6605	0.0672
68.0000	0.0239	2301.6028	2.9545	0.0705	2135.1316	2.6516	0.0633	2132.8425	2.6605	0.0635
68.0100	0.0225	2301.9413	2.9545	0.0664	2135.5383	2.6516	0.0596	2133.1890	2.6605	0.0598
68.0200	0.0209	2302.2797	2.9545	0.0619	2135.9450	2.6516	0.0555	2133.5354	2.6605	0.0557
68.0300	0.0195	2302.6182	2.9545	0.0575	2136.3517	2.6516	0.0516	2133.8819	2.6605	0.0518
68.0400	0.0181	2302.9567	2.9545	0.0534	2136.7585	2.6516	0.0479	2134.2283	2.6605	0.0481
68.0500	0.0168	2303.2951	2.9545	0.0495	2137.1652	2.6516	0.0445	2134.5748	2.6605	0.0446
68.0600	0.0155	2303.6336	2.9545	0.0458	2137.5719	2.6516	0.0411	2134.9213	2.6605	0.0413
68.0700	0.0143	2303.9721	2.9545	0.0423	2137.9786	2.6516	0.0380	2135.2677	2.6605	0.0381
68.0800	0.0131	2304.3105	2.9545	0.0387	2138.3853	2.6516	0.0347	2135.6142	2.6605	0.0348
68.0900	0.0118	2304.6490	2.9545	0.0347	2138.7921	2.6516	0.0312	2135.9606	2.6605	0.0313
68.1000	0.0104	2304.9875	2.9545	0.0307	2139.1988	2.6516	0.0276	2136.3071	2.6605	0.0277
68.1100	0.0091	2305.3260	2.9545	0.0268	2139.6055	2.6516	0.0241	2136.6535	2.6604	0.0242
68.1200	0.0078	2305.6644	2.9545	0.0229	2140.0122	2.6516	0.0206	2137.0000	2.6604	0.0206
68.1300	0.0065	2306.0029	2.9545	0.0192	2140.4189	2.6515	0.0173	2137.4499	2.6604	0.0173
68.1400	0.0054	2306.3414	2.9545	0.0161	2140.8257	2.6515	0.0144	2137.8997	2.6604	0.0145
68.1500	0.0046	2306.6798	2.9545	0.0135	2141.2324	2.6515	0.0121	2138.3496	2.6604	0.0122
68.1600	0.0041	2307.0183	2.9545	0.0120	2141.6391	2.6515	0.0107	2138.7994	2.6604	0.0108
68.1700	0.0038	2307.3568	2.9545	0.0113	2142.0458	2.6515	0.0101	2139.2493	2.6604	0.0102
68.1800	0.0038	2307.6953	2.9545	0.0113	2142.4525	2.6515	0.0101	2139.6992	2.6604	0.0102
68.1900	0.0040	2308.0337	2.9545	0.0118	2142.8593	2.6515	0.0106	2140.1490	2.6604	0.0106
68.2000	0.0043	2308.3722	2.9545	0.0127	2143.2660	2.6515	0.0114	2140.5989	2.6604	0.0114
68.2100	0.0047	2308.7107	2.9545	0.0138	2143.6727	2.6515	0.0124	2141.0487	2.6604	0.0124
68.2200	0.0050	2309.0491	2.9545	0.0148	2144.0794	2.6515	0.0133	2141.4986	2.6604	0.0134
68.2300	0.0053	2309.3876	2.9545	0.0157	2144.4861	2.6515	0.0141	2141.9485	2.6604	0.0141
68.2400	0.0055	2309.7261	2.9545	0.0162	2144.8929	2.6515	0.0145	2142.3983	2.6604	0.0146
68.3908	0.0212	2314.8314	2.9545	0.0627	2151.0343	2.6514	0.0563	2149.1837	2.6603	0.0565
68.3963	0.0242	2315.0147	2.9545	0.0714	2151.2377	2.6514	0.0640	2149.4274	2.6603	0.0643
68.4017	0.0266	2315.1980	2.9545	0.0786	2151.4817	2.6514	0.0706	2149.6710	2.6603	0.0708
68.4071	0.0285	2315.3814	2.9545	0.0841	2151.6851	2.6514	0.0755	2149.9147	2.6603	0.0757
68.4125	0.0300	2315.5647	2.9545	0.0886	2151.9291	2.6514	0.0795	2150.1584	2.6603	0.0798
68.4179	0.0311	2315.7480	2.9545	0.0918	2152.1325	2.6514	0.0824	2150.4021	2.6603	0.0827
68.4233	0.0318	2315.9314	2.9545	0.0941	2152.3358	2.6514	0.0844	2150.6457	2.6603	0.0847
68.4288	0.0325	2316.1147	2.9545	0.0959	2152.5799	2.6514	0.0861	2150.8894	2.6603	0.0864
68.4342	0.0332	2316.2981	2.9545	0.0982	2152.7832	2.6514	0.0881	2151.1331	2.6603	0.0884
68.4396	0.0340	2316.4814	2.9545	0.1005	2153.0273	2.6514	0.0901	2151.3768	2.6603	0.0904
68.4450	0.0349	2316.6647	2.9545	0.1032	2153.2306	2.6514	0.0926	2151.6204	2.6603	0.0929
68.4504	0.0358	2316.8481	2.9545	0.1059	2153.4340	2.6514	0.0950	2151.8641	2.6603	0.0954
68.4558	0.0366	2317.0314	2.9545	0.1082	2153.6780	2.6514	0.0971	2152.1078	2.6603	0.0974
68.4613	0.0374	2317.2148	2.9545	0.1105	2153.8814	2.6514	0.0991	2152.3515	2.6603	0.0995
68.4667	0.0377	2317.3981	2.9545	0.1114	2154.1254	2.6514	0.0999	2152.5951	2.6603	0.1003
68.4721	0.0378	2317.5814	2.9545	0.1118	2154.3288	2.6514	0.1003	2152.8388	2.6603	0.1007
68.4775	0.0382	2317.7648	2.9545	0.1127	2154.5728	2.6514	0.1012	2153.0825	2.6603	0.1015
68.4829	0.0383	2317.9481	2.9545	0.1132	2154.7762	2.6514	0.1016	2153.3261	2.6603	0.1019
68.4883	0.0386	2318.1314	2.9545	0.1141	2154.9795	2.6514	0.1024	2153.5698	2.6603	0.1027
68.4938	0.0391	2318.3148	2.9545	0.1155	2155.2235	2.6514	0.1036	2153.8135	2.6603	0.1040
68.4992	0.0394	2318.4981	2.9545	0.1164	2155.4269	2.6514	0.1044	2154.0572	2.6603	0.1048
68.5046	0.0397	2318.6815	2.9545	0.1173	2155.6709	2.6514	0.1052	2154.3008	2.6603	0.1056
68.5100	0.0398	2318.8648	2.9545	0.1177	2155.8743	2.6514	0.1056	2154.5445	2.6603	0.1060
68.5154	0.0398	2319.0481	2.9545	0.1177	2156.0777	2.6514	0.1056	2154.7882	2.6603	0.1060
68.5208	0.0398	2319.2315	2.9545	0.1177	2156.3217	2.6514	0.1056	2155.0319	2.6603	0.1060
68.5263	0.0398	2319.4148	2.9545	0.1177	2156.5250	2.6514	0.1056	2155.2755	2.6603	0.1060
68.5317	0.0400	2319.5982	2.9545	0.1182	2156.7691	2.6514	0.1061	2155.5192	2.6603	0.1064
68.5371	0.0403	2319.7815	2.9545	0.1191	2156.9724	2.6514	0.1069	2155.7629	2.6603	0.1072
68.5425	0.0406	2319.9648	2.9545	0.1200	2157.2165	2.6514	0.1077	2156.0066	2.6603	0.1080
68.5479	0.0409	2320.1482	2.9545	0.1209	2157.4198	2.6514	0.1085	2156.2502	2.6603	0.1089
68.5533	0.0411	2320.3315	2.9545	0.1214	2157.6232	2.6514	0.1089	2156.4939	2.6603	0.1093
68.5588	0.0412	2320.5148	2.9545	0.1218	2157.8672	2.6514	0.1093	2156.7376	2.6603	0.1097
68.5642	0.0415	2320.6982	2.9545	0.1227	2158.0706	2.6514	0.1101	2156.9813	2.6603	0.1105
68.5696	0.0418	2320.8815	2.9545	0.1236	2158.3146	2.6514	0.1109	2157.2249	2.6603	0.1113
68.5750	0.0422	2321.0649	2.9545	0.1245	2158.5180	2.6514	0.1118	2157.4686	2.6602	0.1121
68.5804	0.0425	2321.2482	2.9545	0.1255	2158.7213	2.6514	0.1126	2157.7123	2.6602	0.1130
68.5858	0.0428	2321.4315	2.9545	0.1264	2158.9654	2.6514	0.1134	2157.9560	2.6602	0.1138
68.5913	0.0432	2321.6149	2.9545	0.1277	2159.1687	2.6513	0.1146	2158.1996	2.6602	0.1150
68.5967	0.0437	2321.7982	2.9545	0.1291	2159.4128	2.6513	0.1158	2158.4433	2.6602	0.1162
68.6021	0.0440	2321.9816	2.9545	0.1300	2159.6161	2.6513	0.1167	2158.6870	2.6602	0.1171
68.6075	0.0442	2322.1649	2.9545	0.1305	2159.8601	2.6513	0.1171	2158.9306	2.6602	0.1175
68.6129	0.0443	2322.3482	2.9545	0.1309	2160.0635	2.6513	0.1175	2159.1743	2.6602	0.1179
68.6183	0.0445	2322.5316	2.9545	0.1314	2160.2669	2.6513	0.1179	2159.4180	2.6602	0.1183
68.6238	0.0446	2322.7149	2.9545	0.1318	2160.5109	2.6513	0.1183	2159.6617	2.6602	0.1187
68.6292	0.0448	2322.8982	2.9545	0.1323	2160.7143	2.6513	0.1187	2159.9053	2.6602	0.1191
68.6346	0.0448	2323.0816	2.9545	0.1323	2160.9583	2.6513	0.1187	2160.1490	2.6602	0.1191
68.6400	0.0448	2323.2649	2.9545	0.1323	2161.1617	2.6513	0.1187	2160.3927	2.6602	0.1191
68.6496	0.0446	2323.5913	2.9545	0.1318	2161.5684	2.6513	0.1183	2160.8265	2.6602	0.1187
68.6593	0.0442	2323.9177	2.9545	0.1305	2161.9344	2.6513	0.1171	2161.2603	2.6602	0.1175
68.6689	0.0434	2324.2441	2.9545	0.1282	2162.3411	2.6513	0.1150	2161.6941	2.6602	0.1154
68.6786	0.0426	2324.5705	2.9545	0.1259	2162.7479	2.6513	0.1130	2162.1279	2.6602	0.1134
68.6882	0.0415	2324.8968	2.9545	0.1227	2163.1139	2.6513	0.1101	2162.5617	2.6602	0.1105
68.6979	0.0406	2325.2232	2.9545	0.1200	2163.5206	2.6513	0.1077	2162.9954	2.6602	0.1080
68.7075	0.0395	2325.5496	2.9545	0.1168	2163.9273	2.6513	0.1048	2163.4292	2.6602	0.1052
68.7171	0.0388	2325.8760	2.9545	0.1145	2164.2934	2.6513	0.1028	2163.8630	2.6602	0.1031
68.7268	0.0380	2326.2024	2.9545	0.1123	2164.7001	2.6513	0.1008	2164.2968	2.6602	0.1011
68.7364	0.0372	2326.5288	2.9545	0.1100	2165.0662	2.6513	0.0987	2164.7306	2.6602	0.0990
68.7461	0.0366	2326.8551	2.9545	0.1082	2165.4729	2.6513	0.0971	2165.1644	2.6602	0.0974
68.7557	0.0360	2327.1815	2.9545	0.1064	2165.8796	2.6513	0.0954	2165.5982	2.6603	0.0958
68.7654	0.0354	2327.5079	2.9545	0.1045	2166.2457	2.6513	0.0938	2166.0320	2.6603	0.0941
68.7750	0.0348	2327.8343	2.9545	0.1027	2166.6524	2.6513	0.0922	2166.4658	2.6603	0.0925
68.7846	0.0343	2328.1607	2.9545	0.1014	2167.0591	2.6513	0.0910	2166.8996	2.6603	0.0913
68.7943	0.0340	2328.4870	2.9545	0.1005	2167.4251	2.6513	0.0901	2167.3334	2.6603	0.0904
68.8039	0.0337	2328.8134	2.9545	0.0995	2167.8319	2.6513	0.0893	2167.7672	2.6603	0.0896
68.8136	0.0334	2329.1398	2.9545	0.0986	2168.2386	2.6513	0.0885	2168.2010	2.6603	0.0888
68.8232	0.0334	2329.4662	2.9545	0.0986	2168.6046	2.6513	0.0885	2168.6348	2.6603	0.0888
68.8329	0.0335	2329.7926	2.9545	0.0991	2169.0113	2.6513	0.0889	2169.0686	2.6603	0.0892
68.8425	0.0338	2330.1190	2.9545	0.1000	2169.4181	2.6513	0.0897	2169.5023	2.6603	0.0900
68.8521	0.0345	2330.4453	2.9545	0.1018	2169.7841	2.6513	0.0914	2169.9361	2.6603	0.0917
68.8618	0.0349	2330.7717	2.9545	0.1032	2170.1908	2.6513	0.0926	2170.3699	2.6603	0.0929
68.8714	0.0355	2331.0981	2.9545	0.1050	2170.5569	2.6513	0.0942	2170.8037	2.6603	0.0945
68.8811	0.0360	2331.4245	2.9545	0.1064	2170.9636	2.6513	0.0954	2171.2375	2.6603	0.0958
68.8907	0.0365	2331.7509	2.9545	0.1077	2171.3703	2.6514	0.0967	2171.6713	2.6603	0.0970
68.9004	0.0369	2332.0773	2.9545	0.1091	2171.7364	2.6514	0.0979	2172.1051	2.6603	0.0982
68.9100	0.0371	2332.4036	2.9545	0.1095	2172.1431	2.6514	0.0983	2172.5389	2.6603	0.0986
68.9196	0.0371	2332.7300	2.9545	0.1095	2172.5498	2.6514	0.0983	2172.9727	2.6603	0.0986
68.9293	0.0368	2333.0564	2.9545	0.1086	2172.9159	2.6514	0.0975	2173.4065	2.6603	0.0978
68.9389	0.0362	2333.3828	2.9545	0.1068	2173.3226	2.6514	0.0959	2173.8403	2.6603	0.0962
68.9486	0.0351	2333.7092	2.9545	0.1036	2173.7293	2.6514	0.0930	2174.2741	2.6603	0.0933
68.9582	0.0340	2334.0356	2.9545	0.1005	2174.0953	2.6514	0.0901	2174.7079	2.6603	0.0905
68.9679	0.0328	2334.3619	2.9545	0.0968	2174.5021	2.6514	0.0869	2175.1417	2.6603	0.0872
68.9775	0.0315	2334.6883	2.9545	0.0932	2174.9088	2.6514	0.0836	2175.5754	2.6603	0.0839
68.9871	0.0305	2335.0147	2.9545	0.0900	2175.2748	2.6514	0.0808	2176.0092	2.6603	0.0810
68.9968	0.0291	2335.3411	2.9545	0.0859	2175.6815	2.6514	0.0771	2176.4430	2.6603	0.0774
69.0064	0.0277	2335.6675	2.9545	0.0818	2176.0476	2.6514	0.0734	2176.8768	2.6603	0.0737
69.0161	0.0260	2335.9939	2.9545	0.0768	2176.4543	2.6514	0.0689	2177.3106	2.6603	0.0692
69.0257	0.0243	2336.3202	2.9545	0.0718	2176.8610	2.6514	0.0644	2177.7444	2.6603	0.0647
69.0354	0.0228	2336.6466	2.9545	0.0673	2177.2271	2.6514	0.0604	2178.1782	2.6603	0.0606
69.0450	0.0212	2336.9730	2.9545	0.0627	2177.6338	2.6514	0.0563	2178.6120	2.6603	0.0565
69.0546	0.0200	2337.2994	2.9545	0.0591	2178.0405	2.6514	0.0530	2179.0458	2.6603	0.0532
69.0643	0.0188	2337.6258	2.9545	0.0555	2178.4066	2.6514	0.0498	2179.4796	2.6604	0.0499
69.0739	0.0175	2337.9521	2.9545	0.0518	2178.8133	2.6514	0.0465	2179.9134	2.6604	0.0467
69.0836	0.0162	2338.2785	2.9545	0.0477	2179.2200	2.6514	0.0428	2180.3472	2.6604	0.0430
69.0932	0.0149	2338.6049	2.9545	0.0440	2179.5861	2.6514	0.0395	2180.7810	2.6604	0.0397
69.1029	0.0138	2338.9313	2.9545	0.0408	2179.9928	2.6514	0.0366	2181.2148	2.6604	0.0368
69.1125	0.0128	2339.2577	2.9545	0.0379	2180.3995	2.6514	0.0340	2181.6485	2.6604	0.0341
69.1221	0.0118	2339.5841	2.9545	0.0349	2180.7655	2.6514	0.0313	2182.0823	2.6604	0.0314
69.1318	0.0106	2339.9104	2.9545	0.0314	2181.1723	2.6514	0.0282	2182.5161	2.6604	0.0283
69.1414	0.0092	2340.2368	2.9545	0.0272	2181.5383	2.6514	0.0244	2182.9499	2.6604	0.0245
69.1511	0.0076	2340.5632	2.9545	0.0225	2181.9450	2.6514	0.0202	2183.3837	2.6604	0.0202
69.1607	0.0059	2340.8896	2.9545	0.0175	2182.3518	2.6514	0.0157	2183.8175	2.6604	0.0158
69.1704	0.0046	2341.2160	2.9545	0.0135	2182.7178	2.6514	0.0121	2184.2513	2.6604	0.0121
69.1800	0.0035	2341.5424	2.9545	0.0105	2183.1245	2.6514	0.0094	2184.6851	2.6604	0.0094
69.1900	0.0028	2341.8808	2.9545	0.0084	2183.5312	2.6515	0.0075	2185.1099	2.6604	0.0076
69.2000	0.0024	2342.2193	2.9545	0.0071	2183.9380	2.6515	0.0064	2185.4761	2.6604	0.0064
69.2100	0.0022	2342.5578	2.9545	0.0065	2184.3447	2.6515	0.0058	2185.8424	2.6604	0.0058
69.2200	0.0021	2342.8962	2.9545	0.0061	2184.7514	2.6515	0.0055	2186.2086	2.6605	0.0055
69.2300	0.0021	2343.2347	2.9545	0.0062	2185.1581	2.6515	0.0056	2186.5748	2.6605	0.0056
69.2400	0.0022	2343.5732	2.9545	0.0066	2185.5648	2.6515	0.0060	2186.9411	2.6605	0.0060
69.2500	0.0025	2343.9117	2.9545	0.0075	2185.9716	2.6515	0.0067	2187.3073	2.6605	0.0068
69.2600	0.0030	2344.2501	2.9545	0.0089	2186.3783	2.6515	0.0080	2187.6736	2.6605	0.0080
69.2700	0.0037	2344.5886	2.9545	0.0109	2186.7850	2.6515	0.0097	2188.0398	2.6605	0.0098
69.2800	0.0045	2344.9271	2.9545	0.0133	2187.1917	2.6515	0.0120	2188.4061	2.6605	0.0120
69.2900	0.0055	2345.2655	2.9545	0.0162	2187.5984	2.6515	0.0146	2188.7723	2.6605	0.0146
69.3000	0.0065	2345.6040	2.9545	0.0191	2188.0052	2.6515	0.0172	2189.1385	2.6605	0.0172
69.3100	0.0074	2345.9425	2.9545	0.0218	2188.4119	2.6515	0.0196	2189.5048	2.6605	0.0196
69.3200	0.0082	2346.2810	2.9545	0.0241	2188.8186	2.6515	0.0217	2189.8710	2.6605	0.0217
69.3300	0.0088	2346.6194	2.9545	0.0261	2189.2253	2.6515	0.0235	2190.2373	2.6605	0.0235
69.3400	0.0095	2346.9579	2.9545	0.0280	2189.6320	2.6515	0.0251	2190.6035	2.6605	0.0252
69.3500	0.0101	2347.2964	2.9545	0.0297	2190.0388	2.6515	0.0267	2190.9697	2.6605	0.0268
69.3600	0.0106	2347.6348	2.9545	0.0314	2190.4455	2.6515	0.0282	2191.3360	2.6605	0.0283
69.3700	0.0112	2347.9733	2.9545	0.0330	2190.8522	2.6515	0.0296	2191.7022	2.6606	0.0297
69.3800	0.0116	2348.3118	2.9545	0.0344	2191.2589	2.6515	0.0308	2192.0685	2.6606	0.0309
69.3900	0.0120	2348.6502	2.9545	0.0354	2191.6656	2.6516	0.0317	2192.4347	2.6606	0.0318
69.4000	0.0122	2348.9887	2.9545	0.0359	2192.0724	2.6516	0.0322	2192.8010	2.6606	0.0323
69.4100	0.0122	2349.3272	2.9545	0.0361	2192.4791	2.6516	0.0324	2193.1672	2.6606	0.0325
69.4200	0.0122	2349.6657	2.9545	0.0362	2192.8858	2.6516	0.0325	2193.5334	2.6606	0.0326
69.4300	0.0123	2350.0041	2.9545	0.0363	2193.2925	2.6516	0.0326	2193.8997	2.6606	0.0327
69.4400	0.0124	2350.3426	2.9545	0.0365	2193.6992	2.6516	0.0328	2194.2659	2.6606	0.0329
69.4500	0.0125	2350.6811	2.9545	0.0370	2194.1060	2.6516	0.0332	2194.6322	2.6606	0.0333
69.4600	0.0128	2351.0195	2.9545	0.0378	2194.5127	2.6516	0.0339	2194.9984	2.6606	0.0340
69.4700	0.0131	2351.3580	2.9545	0.0388	2194.9194	2.6516	0.0348	2195.3647	2.6606	0.0350
69.4800	0.0136	2351.6965	2.9545	0.0401	2195.3261	2.6516	0.0360	2195.7309	2.6606	0.0361
69.4900	0.0141	2352.0350	2.9545	0.0415	2195.7328	2.6516	0.0373	2196.0971	2.6606	0.0374
69.5000	0.0146	2352.3734	2.9545	0.0431	2196.1396	2.6516	0.0387	2196.4634	2.6607	0.0388
69.5100	0.0152	2352.7119	2.9545	0.0450	2196.5463	2.6516	0.0403	2196.8296	2.6607	0.0405
69.5200	0.0160	2353.0504	2.9545	0.0473	2196.9530	2.6516	0.0424	2197.1959	2.6607	0.0426
69.5300	0.0169	2353.3888	2.9545	0.0500	2197.3597	2.6516	0.0449	2197.5621	2.6607	0.0450
69.5400	0.0180	2353.7273	2.9545	0.0532	2197.7664	2.6516	0.0477	2197.9283	2.6607	0.0479
69.5500	0.0194	2354.0658	2.9545	0.0573	2198.1732	2.6517	0.0514	2198.2946	2.6607	0.0516
69.5600	0.0209	2354.4043	2.9545	0.0618	2198.5799	2.6517	0.0555	2198.6608	2.6607	0.0557
69.5700	0.0226	2354.7427	2.9545	0.0668	2198.9866	2.6517	0.0600	2199.0271	2.6607	0.0602
69.5800	0.0242	2355.0812	2.9545	0.0714	2199.3933	2.6517	0.0640	2199.3933	2.6607	0.0643
