#%		No tune			Min tun Muller/MacDo	Age model Larrasoana
#%m	gterr	age	sr	flux	age	sr	flux 	age	sr	flux
0.8421	0.0871	28.5041	2.9545	0.2573	15.9165	4.3448	0.3783	5.6615	4.7694	0.4153
0.8514	0.0888	28.8184	2.9545	0.2625	16.0867	4.3447	0.3859	5.7239	4.7692	0.4237
0.8607	0.0903	29.1327	2.9545	0.2669	16.2757	4.3445	0.3925	5.7863	4.7691	0.4309
0.8700	0.0916	29.4470	2.9545	0.2706	16.4458	4.3444	0.3979	5.8487	4.7689	0.4368
0.8793	0.0927	29.7613	2.9545	0.2738	16.6160	4.3443	0.4026	5.9112	4.7688	0.4419
0.8886	0.0936	30.0756	2.9545	0.2764	16.8050	4.3442	0.4065	5.9736	4.7686	0.4462
0.8979	0.0940	30.3899	2.9545	0.2776	16.9751	4.3440	0.4082	6.0360	4.7684	0.4481
0.9071	0.0935	30.7042	2.9545	0.2763	17.1453	4.3439	0.4063	6.0984	4.7683	0.4460
0.9164	0.0920	31.0184	2.9545	0.2719	17.3154	4.3438	0.3997	6.1609	4.7681	0.4387
0.9257	0.0896	31.3327	2.9545	0.2647	17.5044	4.3437	0.3892	6.2233	4.7679	0.4272
0.9350	0.0869	31.6470	2.9545	0.2567	17.6745	4.3435	0.3773	6.2857	4.7678	0.4142
0.9443	0.0847	31.9613	2.9545	0.2502	17.8447	4.3434	0.3678	6.3481	4.7676	0.4037
0.9536	0.0838	32.2756	2.9545	0.2475	18.0337	4.3433	0.3639	6.4106	4.7675	0.3994
0.9629	0.0842	32.5899	2.9545	0.2489	18.2038	4.3432	0.3659	6.4730	4.7673	0.4016
0.9721	0.0855	32.9042	2.9545	0.2526	18.3740	4.3430	0.3714	6.5354	4.7671	0.4076
0.9814	0.0864	33.2185	2.9545	0.2554	18.5441	4.3429	0.3754	6.5978	4.7670	0.4120
0.9907	0.0857	33.5328	2.9545	0.2533	18.7331	4.3428	0.3724	6.6603	4.7668	0.4087
1.0000	0.0822	33.8471	2.9545	0.2429	18.9033	4.3427	0.3570	6.7227	4.7667	0.3918
1.0150	0.0755	34.3548	2.9545	0.2230	19.1868	4.3425	0.3278	6.8235	4.7664	0.3598
1.0300	0.0666	34.8625	2.9545	0.1966	19.4704	4.3423	0.2890	6.9244	4.7661	0.3172
1.0450	0.0576	35.3702	2.9545	0.1703	19.7539	4.3421	0.2502	7.0252	4.7659	0.2747
1.0600	0.0497	35.8779	2.9545	0.1468	20.0375	4.3419	0.2157	7.1261	4.7656	0.2367
1.0691	0.0427	36.1856	2.9545	0.1262	20.2076	4.3418	0.1855	7.1872	4.7655	0.2036
1.0782	0.0372	36.4933	2.9545	0.1098	20.3777	4.3416	0.1614	7.2483	4.7653	0.1771
1.0873	0.0328	36.8010	2.9545	0.0968	20.5478	4.3415	0.1422	7.3094	4.7651	0.1561
1.0964	0.0292	37.1087	2.9545	0.0862	20.7180	4.3414	0.1266	7.3705	4.7650	0.1390
1.1055	0.0265	37.4164	2.9545	0.0784	20.8881	4.3413	0.1151	7.4316	4.7648	0.1264
1.1145	0.0250	37.7241	2.9545	0.0740	21.0771	4.3411	0.1087	7.4927	4.7647	0.1193
1.1236	0.0251	38.0318	2.9545	0.0742	21.2473	4.3410	0.1091	7.5539	4.7645	0.1197
1.1327	0.0268	38.3395	2.9545	0.0793	21.4174	4.3409	0.1165	7.6150	4.7644	0.1279
1.1418	0.0290	38.6472	2.9545	0.0856	21.5875	4.3408	0.1257	7.6761	4.7642	0.1380
1.1509	0.0295	38.9549	2.9545	0.0870	21.7577	4.3407	0.1278	7.7372	4.7640	0.1403
1.1600	0.0269	39.2626	2.9545	0.0795	21.9278	4.3405	0.1168	7.7983	4.7639	0.1282
1.1691	0.0224	39.5703	2.9545	0.0663	22.0979	4.3404	0.0974	7.8594	4.7637	0.1069
1.1782	0.0178	39.8780	2.9545	0.0526	22.2680	4.3403	0.0772	7.9206	4.7636	0.0847
1.1873	0.0141	40.1857	2.9545	0.0418	22.4382	4.3402	0.0614	7.9817	4.7634	0.0673
1.1964	0.0116	40.4934	2.9545	0.0343	22.6083	4.3400	0.0503	8.0863	4.7631	0.0552
1.2055	0.0098	40.8011	2.9545	0.0290	22.7784	4.3397	0.0426	8.2096	4.7628	0.0467
1.2145	0.0086	41.1088	2.9545	0.0253	22.9675	4.3395	0.0372	8.3328	4.7625	0.0408
1.2236	0.0078	41.4165	2.9545	0.0232	23.1376	4.3392	0.0341	8.4561	4.7622	0.0374
1.2327	0.0076	41.7242	2.9545	0.0225	23.3077	4.3390	0.0330	8.5794	4.7619	0.0363
1.2418	0.0077	42.0319	2.9545	0.0228	23.4778	4.3387	0.0335	8.7026	4.7616	0.0368
1.2509	0.0079	42.3396	2.9545	0.0234	23.6480	4.3385	0.0344	8.8259	4.7612	0.0377
1.2600	0.0081	42.6473	2.9545	0.0240	23.8181	4.3383	0.0352	8.9492	4.7609	0.0387
1.2700	0.0085	42.9858	2.9545	0.0250	24.0071	4.3380	0.0367	9.0847	4.7606	0.0402
1.2800	0.0091	43.3243	2.9545	0.0270	24.1962	4.3377	0.0396	9.2203	4.7602	0.0435
1.2900	0.0103	43.6628	2.9545	0.0304	24.3852	4.3375	0.0447	9.3559	4.7599	0.0490
1.3000	0.0118	44.0012	2.9545	0.0350	24.5742	4.3372	0.0514	9.4915	4.7595	0.0564
1.3100	0.0138	44.3397	2.9545	0.0409	24.7633	4.3369	0.0600	9.6271	4.7592	0.0658
1.3200	0.0160	44.6782	2.9545	0.0472	24.9523	4.3366	0.0693	9.7627	4.7588	0.0761
1.3300	0.0184	45.0166	2.9545	0.0543	25.1413	4.3364	0.0797	9.8983	4.7585	0.0875
1.3400	0.0210	45.3551	2.9545	0.0620	25.3304	4.3361	0.0909	10.0339	4.7581	0.0998
1.3500	0.0237	45.6936	2.9545	0.0701	25.5194	4.3358	0.1029	10.1695	4.7578	0.1129
1.3600	0.0271	46.0321	2.9545	0.0801	25.7084	4.3356	0.1175	10.3051	4.7574	0.1290
1.3700	0.0308	46.3705	2.9545	0.0911	25.8975	4.3353	0.1337	10.4407	4.7571	0.1467
1.3800	0.0356	46.7090	2.9545	0.1051	26.0865	4.3350	0.1542	10.5763	4.7567	0.1692
1.3900	0.0410	47.0475	2.9545	0.1211	26.2755	4.3348	0.1777	10.7119	4.7564	0.1949
1.4000	0.0469	47.3859	2.9545	0.1387	26.4646	4.3345	0.2034	10.8475	4.7560	0.2232
1.4100	0.0527	47.7244	2.9545	0.1556	26.6536	4.3342	0.2283	10.9831	4.7557	0.2505
1.4200	0.0576	48.0629	2.9545	0.1701	26.8426	4.3340	0.2495	11.1186	4.7553	0.2738
1.4300	0.0612	48.4014	2.9545	0.1810	27.0317	4.3337	0.2654	11.2542	4.7550	0.2912
1.4400	0.0635	48.7398	2.9545	0.1876	27.2207	4.3334	0.2752	11.3898	4.7546	0.3019
1.4500	0.0644	49.0783	2.9545	0.1903	27.4097	4.3332	0.2792	11.5254	4.7543	0.3063
